p4_file,table_size,exact_count,wildcard_count,table_memory_estimate_bytes,
1_1_0_1_1_0_0_0_4908.p4,4908,4,4,137424,
2_2_1_1_0_0_0_1_4216.p4,4216,3,5,118048,
1_1_0_1_2_2_1_0_3804.p4,3804,2,6,106512,
2_2_0_1_1_2_1_1_1450.p4,1450,1,7,40600,
1_0_0_0_1_2_0_1_145.p4,145,4,4,4060,
1_1_0_2_0_2_0_0_1513.p4,1513,4,4,42364,
0_0_1_2_0_0_0_0_5121.p4,5121,6,2,143388,
2_0_1_1_0_2_0_0_6159.p4,6159,4,4,172452,
1_2_0_0_2_1_1_0_2356.p4,2356,3,5,65968,
2_0_0_1_0_0_0_0_6936.p4,6936,6,2,194208,
0_0_1_2_1_1_1_1_6452.p4,6452,2,6,180656,
2_0_1_0_1_2_1_0_2368.p4,2368,3,5,66304,
0_0_1_1_0_1_0_1_6449.p4,6449,4,4,180572,
0_0_0_2_0_0_0_1_6287.p4,6287,6,2,176036,
0_2_1_0_2_1_0_0_6750.p4,6750,4,4,189000,
2_0_0_2_1_1_1_0_5519.p4,5519,3,5,154532,
0_2_0_1_1_2_0_1_1559.p4,1559,3,5,43652,
0_2_0_0_1_0_1_0_5707.p4,5707,5,3,159796,
2_1_0_0_0_2_0_1_2615.p4,2615,4,4,73220,
0_2_1_0_2_0_1_1_4827.p4,4827,3,5,135156,
2_1_0_1_1_2_1_1_5805.p4,5805,1,7,162540,
1_2_0_2_2_0_0_0_6529.p4,6529,4,4,182812,
0_1_1_0_2_0_1_0_2880.p4,2880,4,4,80640,
2_2_0_2_2_0_1_1_1408.p4,1408,2,6,39424,
1_1_0_0_2_2_1_1_6837.p4,6837,2,6,191436,
0_1_1_2_2_2_1_1_6422.p4,6422,1,7,179816,
0_1_1_2_0_1_0_1_2791.p4,2791,3,5,78148,
1_1_0_1_0_1_1_0_4020.p4,4020,3,5,112560,
0_0_1_1_1_2_1_1_1735.p4,1735,2,6,48580,
2_0_1_1_0_2_0_1_3005.p4,3005,3,5,84140,
1_0_0_0_1_1_0_1_2715.p4,2715,4,4,76020,
2_2_1_1_2_2_0_1_889.p4,889,1,7,24892,
0_2_1_0_1_2_1_1_7411.p4,7411,2,6,207508,
1_1_0_2_1_1_1_1_5940.p4,5940,1,7,166320,
1_0_0_0_0_0_0_0_4817.p4,4817,7,1,134876,
2_2_0_2_1_2_1_1_5931.p4,5931,1,7,166068,
0_1_0_0_2_0_1_1_2743.p4,2743,4,4,76804,
0_0_0_0_2_1_0_1_215.p4,215,5,3,6020,
1_2_0_2_2_1_1_0_3622.p4,3622,2,6,101416,
2_1_0_2_0_1_1_1_4460.p4,4460,2,6,124880,
2_2_0_0_1_2_0_1_4823.p4,4823,3,5,135044,
1_0_0_2_2_0_0_1_6850.p4,6850,4,4,191800,
1_2_1_2_0_0_0_0_3794.p4,3794,4,4,106232,
0_1_1_0_2_2_0_0_2574.p4,2574,4,4,72072,
0_2_1_0_1_2_1_0_5943.p4,5943,3,5,166404,
1_0_1_2_2_1_1_0_2614.p4,2614,2,6,73192,
1_1_0_1_0_1_1_0_3061.p4,3061,3,5,85708,
1_2_0_1_2_1_1_1_5237.p4,5237,1,7,146636,
1_1_0_0_2_1_1_1_4254.p4,4254,2,6,119112,
2_2_0_2_2_1_0_0_7734.p4,7734,3,5,216552,
0_2_1_1_1_1_0_1_5910.p4,5910,2,6,165480,
2_0_0_1_2_1_0_0_3583.p4,3583,4,4,100324,
0_0_1_1_0_0_0_1_5713.p4,5713,5,3,159964,
1_1_0_2_1_2_0_1_2596.p4,2596,2,6,72688,
1_2_0_1_2_2_0_0_2283.p4,2283,3,5,63924,
1_2_0_1_2_2_0_1_6970.p4,6970,2,6,195160,
0_2_0_0_2_2_0_1_2348.p4,2348,4,4,65744,
1_2_0_0_0_1_0_0_3621.p4,3621,5,3,101388,
2_1_0_1_2_1_1_1_6983.p4,6983,1,7,195524,
0_1_1_1_0_1_0_1_4729.p4,4729,3,5,132412,
1_1_1_0_2_2_0_1_1040.p4,1040,2,6,29120,
1_1_1_1_2_2_0_1_196.p4,196,1,7,5488,
0_0_1_2_0_1_0_0_4064.p4,4064,5,3,113792,
0_2_0_0_0_0_0_0_7967.p4,7967,7,1,223076,
2_1_0_2_0_1_0_1_4479.p4,4479,3,5,125412,
2_0_0_0_2_0_1_0_3123.p4,3123,5,3,87444,
0_2_1_2_0_2_1_0_6626.p4,6626,3,5,185528,
2_1_0_2_1_0_1_1_8081.p4,8081,2,6,226268,
2_1_1_2_1_1_1_1_1712.p4,1712,0,8,47936,
2_2_1_2_0_2_1_0_4221.p4,4221,2,6,118188,
2_2_0_2_0_1_1_1_1022.p4,1022,2,6,28616,
0_0_0_2_0_2_0_1_5830.p4,5830,5,3,163240,
2_1_1_0_1_2_0_0_3328.p4,3328,3,5,93184,
0_2_1_2_1_2_1_0_2089.p4,2089,2,6,58492,
0_0_1_0_1_1_0_0_6582.p4,6582,5,3,184296,
0_1_0_2_2_0_1_0_1968.p4,1968,4,4,55104,
0_1_1_0_2_2_0_0_2515.p4,2515,4,4,70420,
2_0_0_1_2_2_0_1_2158.p4,2158,3,5,60424,
1_2_0_2_0_1_0_0_8076.p4,8076,4,4,226128,
2_2_0_1_2_0_1_0_7471.p4,7471,3,5,209188,
1_1_1_2_1_2_0_1_4884.p4,4884,1,7,136752,
0_1_1_1_1_0_1_0_1628.p4,1628,3,5,45584,
0_0_0_1_2_0_0_0_4496.p4,4496,6,2,125888,
2_2_1_0_0_1_1_1_951.p4,951,2,6,26628,
2_1_1_2_2_1_0_0_4627.p4,4627,2,6,129556,
0_2_0_2_1_2_0_0_3114.p4,3114,4,4,87192,
0_2_1_1_1_2_1_0_3822.p4,3822,2,6,107016,
0_0_1_2_2_0_0_0_6429.p4,6429,5,3,180012,
0_1_0_0_0_1_1_0_3629.p4,3629,5,3,101612,
2_1_0_2_0_2_0_0_951.p4,951,4,4,26628,
0_2_1_2_2_2_0_1_8020.p4,8020,2,6,224560,
1_0_1_1_1_0_0_0_3823.p4,3823,4,4,107044,
1_2_1_0_0_2_1_0_1331.p4,1331,3,5,37268,
2_0_1_0_1_1_0_0_3190.p4,3190,4,4,89320,
1_1_1_2_0_0_0_1_2828.p4,2828,3,5,79184,
2_2_0_1_1_2_0_1_7794.p4,7794,2,6,218232,
0_2_1_2_1_2_0_1_1904.p4,1904,2,6,53312,
1_2_1_0_0_2_1_0_7169.p4,7169,3,5,200732,
2_0_0_2_1_2_0_1_2255.p4,2255,3,5,63140,
1_1_0_0_2_1_0_0_7916.p4,7916,4,4,221648,
2_1_0_0_2_0_0_1_5167.p4,5167,4,4,144676,
0_1_1_1_2_1_1_0_6354.p4,6354,2,6,177912,
2_1_0_0_2_2_0_0_7509.p4,7509,4,4,210252,
2_2_1_2_1_1_0_1_6651.p4,6651,1,7,186228,
0_2_1_1_1_1_1_0_8045.p4,8045,2,6,225260,
1_0_0_2_0_0_0_1_3108.p4,3108,5,3,87024,
2_1_1_2_2_1_0_1_4205.p4,4205,1,7,117740,
1_1_0_2_2_1_0_1_6361.p4,6361,2,6,178108,
2_1_0_1_2_1_0_0_4770.p4,4770,3,5,133560,
2_0_1_2_2_2_1_0_8191.p4,8191,2,6,229348,
2_0_1_0_0_1_0_0_6972.p4,6972,5,3,195216,
1_0_1_1_0_2_0_1_6711.p4,6711,3,5,187908,
1_1_0_0_0_2_1_1_5120.p4,5120,3,5,143360,
1_0_0_1_0_2_1_1_3859.p4,3859,3,5,108052,
2_1_1_1_0_2_0_0_4508.p4,4508,3,5,126224,
2_0_1_1_0_2_1_0_3739.p4,3739,3,5,104692,
1_2_0_2_2_1_0_0_6391.p4,6391,3,5,178948,
0_0_0_2_2_1_0_1_4509.p4,4509,4,4,126252,
0_1_0_0_0_0_1_0_8143.p4,8143,6,2,228004,
2_1_0_0_1_2_1_1_2991.p4,2991,2,6,83748,
1_1_1_0_2_0_0_0_7608.p4,7608,4,4,213024,
0_0_0_1_0_0_1_1_8107.p4,8107,5,3,226996,
2_1_0_1_0_2_0_0_6078.p4,6078,4,4,170184,
2_1_0_1_0_0_0_1_5629.p4,5629,4,4,157612,
1_2_1_2_2_0_1_0_7761.p4,7761,2,6,217308,
0_2_0_1_0_0_0_1_3020.p4,3020,5,3,84560,
0_0_0_0_2_2_1_0_1384.p4,1384,5,3,38752,
2_1_1_0_0_1_1_0_4615.p4,4615,3,5,129220,
2_2_0_0_1_0_0_1_334.p4,334,4,4,9352,
0_2_1_1_2_1_0_0_6427.p4,6427,3,5,179956,
1_2_1_0_2_2_1_0_4829.p4,4829,2,6,135212,
0_2_1_2_0_1_0_0_4218.p4,4218,4,4,118104,
2_1_1_0_2_1_1_1_7289.p4,7289,1,7,204092,
1_1_1_1_1_0_1_1_4806.p4,4806,1,7,134568,
2_2_0_1_0_1_1_1_1055.p4,1055,2,6,29540,
1_1_1_2_1_0_1_0_6599.p4,6599,2,6,184772,
1_2_0_0_1_1_1_0_5440.p4,5440,3,5,152320,
0_1_1_1_1_0_1_1_5123.p4,5123,2,6,143444,
1_1_0_2_2_1_1_1_3954.p4,3954,1,7,110712,
2_1_0_2_2_2_0_1_3890.p4,3890,2,6,108920,
1_0_0_1_2_1_1_0_7801.p4,7801,3,5,218428,
1_0_1_2_2_0_1_0_2580.p4,2580,3,5,72240,
1_0_0_1_0_2_1_0_7026.p4,7026,4,4,196728,
0_1_0_2_0_0_0_1_6540.p4,6540,5,3,183120,
0_1_0_0_1_0_1_0_2140.p4,2140,5,3,59920,
0_2_0_0_1_0_0_1_8088.p4,8088,5,3,226464,
0_1_0_0_2_1_1_0_7127.p4,7127,4,4,199556,
2_1_0_0_2_1_1_1_605.p4,605,2,6,16940,
2_2_1_0_0_0_0_0_481.p4,481,5,3,13468,
1_1_1_2_2_1_0_1_6737.p4,6737,1,7,188636,
1_0_0_0_2_2_0_0_8025.p4,8025,5,3,224700,
0_2_1_1_0_2_0_0_6697.p4,6697,4,4,187516,
0_2_0_0_0_0_0_1_5254.p4,5254,6,2,147112,
2_2_0_1_2_1_0_1_4976.p4,4976,2,6,139328,
1_0_0_1_0_1_0_0_417.p4,417,5,3,11676,
0_2_1_2_2_1_1_0_4029.p4,4029,2,6,112812,
1_1_0_2_2_0_1_0_259.p4,259,3,5,7252,
2_2_1_2_0_1_0_0_4513.p4,4513,3,5,126364,
0_0_0_1_2_0_0_1_6066.p4,6066,5,3,169848,
1_2_1_1_1_2_1_1_3549.p4,3549,0,8,99372,
0_1_1_0_0_1_1_0_4501.p4,4501,4,4,126028,
1_2_1_2_2_0_0_0_3291.p4,3291,3,5,92148,
1_0_0_2_0_1_0_1_5603.p4,5603,4,4,156884,
2_1_1_1_0_1_1_1_5629.p4,5629,1,7,157612,
1_1_1_1_1_2_1_0_4580.p4,4580,1,7,128240,
1_2_1_2_0_1_0_1_3480.p4,3480,2,6,97440,
2_2_1_1_2_1_0_1_5330.p4,5330,1,7,149240,
0_2_1_0_0_2_1_0_7319.p4,7319,4,4,204932,
1_1_0_2_1_2_1_0_5619.p4,5619,2,6,157332,
1_0_0_2_1_0_1_1_3966.p4,3966,3,5,111048,
0_2_1_2_2_1_0_1_8072.p4,8072,2,6,226016,
0_2_0_1_2_2_1_0_7671.p4,7671,3,5,214788,
1_1_0_2_1_2_1_1_6069.p4,6069,1,7,169932,
1_2_0_1_0_2_0_1_3405.p4,3405,3,5,95340,
2_2_0_1_0_2_1_1_4109.p4,4109,2,6,115052,
0_2_1_1_2_0_1_0_3635.p4,3635,3,5,101780,
2_2_0_2_2_0_0_0_3877.p4,3877,4,4,108556,
1_0_1_1_1_1_1_0_4288.p4,4288,2,6,120064,
1_2_0_2_1_2_1_0_674.p4,674,2,6,18872,
1_1_0_1_1_2_1_1_4974.p4,4974,1,7,139272,
0_1_1_2_0_0_0_1_4135.p4,4135,4,4,115780,
0_2_0_0_2_1_1_1_2390.p4,2390,3,5,66920,
2_2_0_1_2_1_1_0_120.p4,120,2,6,3360,
1_2_0_2_1_2_0_1_4665.p4,4665,2,6,130620,
2_1_1_2_0_2_1_1_1686.p4,1686,1,7,47208,
1_1_1_0_0_2_1_1_2634.p4,2634,2,6,73752,
2_0_1_1_0_2_1_0_6865.p4,6865,3,5,192220,
1_1_1_1_0_2_0_0_894.p4,894,3,5,25032,
0_1_0_0_1_1_1_1_7158.p4,7158,3,5,200424,
2_2_0_0_2_0_0_1_3967.p4,3967,4,4,111076,
0_2_0_2_0_0_0_1_3943.p4,3943,5,3,110404,
1_1_0_1_2_2_0_0_3291.p4,3291,3,5,92148,
1_0_0_2_1_2_0_1_7344.p4,7344,3,5,205632,
1_2_1_0_2_2_1_0_346.p4,346,2,6,9688,
1_0_1_1_1_2_0_1_389.p4,389,2,6,10892,
0_2_1_2_1_0_0_0_7516.p4,7516,4,4,210448,
0_0_1_0_0_2_0_1_1914.p4,1914,5,3,53592,
1_1_1_1_1_0_0_1_3228.p4,3228,2,6,90384,
2_2_1_1_2_0_1_0_2393.p4,2393,2,6,67004,
2_1_0_0_1_1_1_1_462.p4,462,2,6,12936,
1_1_1_0_1_0_1_0_2250.p4,2250,3,5,63000,
2_2_1_0_0_1_1_0_2119.p4,2119,3,5,59332,
1_1_0_1_0_2_0_0_5953.p4,5953,4,4,166684,
1_1_1_1_2_0_1_0_3837.p4,3837,2,6,107436,
0_2_1_2_1_0_1_1_3398.p4,3398,2,6,95144,
0_0_0_0_2_0_0_0_1450.p4,1450,7,1,40600,
0_0_1_2_2_2_1_0_7754.p4,7754,3,5,217112,
1_2_0_1_2_2_1_1_845.p4,845,1,7,23660,
2_1_1_2_2_1_1_0_4206.p4,4206,1,7,117768,
2_1_0_1_0_1_1_0_4794.p4,4794,3,5,134232,
1_1_0_0_2_2_1_0_578.p4,578,3,5,16184,
0_2_1_1_0_2_1_0_3876.p4,3876,3,5,108528,
2_1_1_2_0_2_1_1_3004.p4,3004,1,7,84112,
2_0_0_1_2_0_0_0_430.p4,430,5,3,12040,
2_0_1_1_1_1_0_0_298.p4,298,3,5,8344,
1_0_1_1_1_0_1_0_1124.p4,1124,3,5,31472,
0_2_0_2_1_2_1_0_686.p4,686,3,5,19208,
2_2_1_0_1_2_1_1_6184.p4,6184,1,7,173152,
0_2_1_0_2_0_1_0_3247.p4,3247,4,4,90916,
1_0_0_1_1_0_1_0_5554.p4,5554,4,4,155512,
0_1_0_2_1_0_1_1_2033.p4,2033,3,5,56924,
2_1_0_1_2_2_1_1_297.p4,297,1,7,8316,
2_1_1_2_1_2_1_0_5548.p4,5548,1,7,155344,
0_2_1_2_0_0_1_0_3641.p4,3641,4,4,101948,
2_0_1_1_2_1_0_1_512.p4,512,2,6,14336,
0_1_0_0_2_0_0_0_6305.p4,6305,6,2,176540,
1_0_0_2_0_0_1_0_1597.p4,1597,5,3,44716,
1_0_0_1_2_0_0_1_5967.p4,5967,4,4,167076,
0_1_1_2_2_2_1_0_5471.p4,5471,2,6,153188,
0_1_0_0_1_1_1_1_617.p4,617,3,5,17276,
1_2_0_0_0_0_0_0_2918.p4,2918,6,2,81704,
1_2_0_2_1_1_1_1_461.p4,461,1,7,12908,
1_0_1_2_2_1_1_1_427.p4,427,1,7,11956,
2_1_0_0_2_0_0_0_5698.p4,5698,5,3,159544,
1_1_0_1_0_0_1_1_3628.p4,3628,3,5,101584,
1_0_0_0_0_2_1_0_3189.p4,3189,5,3,89292,
2_2_1_2_0_1_0_1_5165.p4,5165,2,6,144620,
1_0_0_0_0_0_1_1_5901.p4,5901,5,3,165228,
1_2_1_2_2_2_1_0_360.p4,360,1,7,10080,
0_2_0_0_0_1_1_0_3454.p4,3454,5,3,96712,
2_1_0_1_1_0_0_0_3426.p4,3426,4,4,95928,
0_2_1_2_0_1_0_1_4527.p4,4527,3,5,126756,
0_1_1_0_1_2_0_1_4530.p4,4530,3,5,126840,
2_0_1_1_2_1_0_0_7471.p4,7471,3,5,209188,
2_1_0_2_0_0_0_1_7778.p4,7778,4,4,217784,
1_0_1_2_1_1_0_1_2875.p4,2875,2,6,80500,
1_2_0_0_2_1_0_0_4337.p4,4337,4,4,121436,
1_1_0_2_2_0_1_1_2469.p4,2469,2,6,69132,
2_0_0_2_0_2_0_0_5345.p4,5345,5,3,149660,
0_2_1_1_2_1_1_0_4213.p4,4213,2,6,117964,
1_0_1_2_2_1_0_1_1965.p4,1965,2,6,55020,
1_1_0_2_0_0_0_0_1479.p4,1479,5,3,41412,
0_2_0_0_2_2_0_1_2504.p4,2504,4,4,70112,
2_2_1_0_1_2_0_0_2498.p4,2498,3,5,69944,
0_2_1_0_0_2_1_0_3425.p4,3425,4,4,95900,
0_2_1_1_0_1_1_1_8048.p4,8048,2,6,225344,
0_0_0_1_0_1_1_0_291.p4,291,5,3,8148,
2_0_0_0_1_0_1_0_7825.p4,7825,5,3,219100,
1_1_0_1_0_0_1_1_5506.p4,5506,3,5,154168,
2_1_1_2_2_2_0_0_2365.p4,2365,2,6,66220,
2_1_0_1_0_0_0_1_3097.p4,3097,4,4,86716,
0_2_1_1_1_1_1_0_2983.p4,2983,2,6,83524,
1_2_1_1_0_1_1_1_948.p4,948,1,7,26544,
2_2_0_1_2_0_1_0_457.p4,457,3,5,12796,
1_2_0_1_2_0_0_0_1906.p4,1906,4,4,53368,
2_1_1_1_2_1_0_0_6545.p4,6545,2,6,183260,
2_2_0_0_2_0_0_1_6270.p4,6270,4,4,175560,
0_0_0_2_1_0_0_0_2023.p4,2023,6,2,56644,
1_0_1_1_2_2_0_0_881.p4,881,3,5,24668,
1_2_0_1_2_1_0_0_5804.p4,5804,3,5,162512,
0_1_0_0_2_2_1_1_5360.p4,5360,3,5,150080,
0_1_0_1_0_2_1_1_2460.p4,2460,3,5,68880,
2_0_1_2_2_1_0_0_3595.p4,3595,3,5,100660,
2_2_0_1_2_1_1_0_6564.p4,6564,2,6,183792,
1_2_0_2_1_1_0_1_1485.p4,1485,2,6,41580,
0_1_1_2_1_0_0_1_5181.p4,5181,3,5,145068,
0_2_0_2_0_1_1_0_3191.p4,3191,4,4,89348,
1_2_0_0_1_2_0_1_4689.p4,4689,3,5,131292,
0_1_1_1_2_2_1_1_2786.p4,2786,1,7,78008,
2_0_1_1_1_2_1_1_6883.p4,6883,1,7,192724,
1_0_0_2_1_2_1_1_1674.p4,1674,2,6,46872,
2_1_1_0_1_0_0_1_6665.p4,6665,3,5,186620,
2_0_0_2_2_2_0_0_4565.p4,4565,4,4,127820,
1_1_1_0_1_0_1_0_2537.p4,2537,3,5,71036,
0_0_1_0_2_1_0_1_2180.p4,2180,4,4,61040,
2_1_0_0_0_0_1_1_3829.p4,3829,4,4,107212,
1_2_0_2_1_2_1_1_7850.p4,7850,1,7,219800,
1_1_0_0_1_1_1_1_5174.p4,5174,2,6,144872,
2_1_1_2_1_1_0_0_7900.p4,7900,2,6,221200,
0_1_0_2_1_1_0_1_947.p4,947,3,5,26516,
2_0_0_2_0_2_0_0_6231.p4,6231,5,3,174468,
1_2_0_0_2_1_1_0_3653.p4,3653,3,5,102284,
1_1_1_2_0_1_1_1_1392.p4,1392,1,7,38976,
2_1_0_0_1_2_1_0_1124.p4,1124,3,5,31472,
1_0_1_2_1_2_1_0_5736.p4,5736,2,6,160608,
1_2_1_0_0_1_0_0_2618.p4,2618,4,4,73304,
1_2_1_0_0_2_0_0_7343.p4,7343,4,4,205604,
0_0_0_1_1_0_1_1_1518.p4,1518,4,4,42504,
2_2_1_0_2_0_1_0_589.p4,589,3,5,16492,
1_0_1_1_1_2_0_0_4361.p4,4361,3,5,122108,
1_0_1_2_1_1_0_1_3297.p4,3297,2,6,92316,
0_1_0_0_1_0_0_0_3927.p4,3927,6,2,109956,
1_2_0_1_1_1_0_0_5151.p4,5151,3,5,144228,
1_0_0_2_1_0_0_0_7299.p4,7299,5,3,204372,
2_0_0_2_1_2_1_0_6838.p4,6838,3,5,191464,
0_2_1_2_1_0_0_1_1517.p4,1517,3,5,42476,
1_2_1_2_2_2_1_1_3671.p4,3671,0,8,102788,
0_0_1_2_1_0_0_0_4440.p4,4440,5,3,124320,
0_0_0_1_2_0_1_0_7927.p4,7927,5,3,221956,
0_2_0_2_0_2_0_1_4738.p4,4738,4,4,132664,
0_2_1_2_2_0_0_0_6762.p4,6762,4,4,189336,
1_2_1_2_0_1_0_0_7600.p4,7600,3,5,212800,
0_2_1_0_2_2_0_0_830.p4,830,4,4,23240,
1_2_0_2_0_0_1_1_5506.p4,5506,3,5,154168,
0_0_1_0_1_1_0_0_6551.p4,6551,5,3,183428,
2_0_1_0_2_1_1_1_7860.p4,7860,2,6,220080,
2_0_0_0_1_2_0_1_4005.p4,4005,4,4,112140,
1_2_0_2_0_2_1_1_6513.p4,6513,2,6,182364,
1_0_0_2_1_0_0_1_5554.p4,5554,4,4,155512,
0_0_1_1_0_0_1_1_458.p4,458,4,4,12824,
1_2_1_2_0_1_0_1_6777.p4,6777,2,6,189756,
1_0_1_2_2_0_1_0_4099.p4,4099,3,5,114772,
2_0_0_2_1_2_1_1_4949.p4,4949,2,6,138572,
0_1_1_0_2_1_0_1_5086.p4,5086,3,5,142408,
1_1_0_1_2_0_0_1_931.p4,931,3,5,26068,
0_1_1_0_0_0_1_1_7291.p4,7291,4,4,204148,
1_0_1_1_0_1_0_1_728.p4,728,3,5,20384,
1_2_0_0_0_1_1_0_4764.p4,4764,4,4,133392,
1_0_0_2_0_0_1_1_7902.p4,7902,4,4,221256,
1_1_1_0_2_2_1_1_176.p4,176,1,7,4928,
2_1_1_0_0_2_0_0_1702.p4,1702,4,4,47656,
0_2_1_2_1_1_1_1_3110.p4,3110,1,7,87080,
0_2_0_2_2_2_1_0_3680.p4,3680,3,5,103040,
2_1_0_2_2_1_0_0_5708.p4,5708,3,5,159824,
0_0_1_2_0_2_1_1_6782.p4,6782,3,5,189896,
1_1_0_2_0_0_0_1_5218.p4,5218,4,4,146104,
1_2_0_1_0_1_0_1_4608.p4,4608,3,5,129024,
2_2_0_0_1_1_0_0_4480.p4,4480,4,4,125440,
1_2_1_2_0_2_0_1_7911.p4,7911,2,6,221508,
1_2_1_2_1_2_0_0_2998.p4,2998,2,6,83944,
2_2_0_0_0_2_1_1_1723.p4,1723,3,5,48244,
2_0_1_2_2_0_0_0_4083.p4,4083,4,4,114324,
2_2_0_1_2_1_0_1_2172.p4,2172,2,6,60816,
0_2_0_1_0_1_0_1_1417.p4,1417,4,4,39676,
0_1_1_0_0_1_0_1_5353.p4,5353,4,4,149884,
1_1_0_0_0_0_0_1_2169.p4,2169,5,3,60732,
1_2_1_2_2_1_1_1_4620.p4,4620,0,8,129360,
1_1_1_0_1_2_0_0_6459.p4,6459,3,5,180852,
0_0_0_2_0_1_1_1_3924.p4,3924,4,4,109872,
2_1_1_1_0_1_1_1_4277.p4,4277,1,7,119756,
1_0_0_0_1_1_1_0_894.p4,894,4,4,25032,
1_0_0_0_0_2_0_0_1494.p4,1494,6,2,41832,
1_2_0_2_1_0_0_0_6742.p4,6742,4,4,188776,
0_0_1_0_2_0_0_1_3039.p4,3039,5,3,85092,
1_1_0_0_1_0_0_0_8129.p4,8129,5,3,227612,
0_1_1_2_0_2_0_0_6900.p4,6900,4,4,193200,
1_0_1_1_2_2_1_0_1357.p4,1357,2,6,37996,
0_0_0_2_2_2_0_1_2849.p4,2849,4,4,79772,
1_1_1_2_2_1_1_0_5469.p4,5469,1,7,153132,
0_2_1_2_1_1_1_1_5611.p4,5611,1,7,157108,
2_0_1_0_2_1_0_0_7918.p4,7918,4,4,221704,
2_0_1_2_0_2_0_0_5414.p4,5414,4,4,151592,
1_1_0_1_1_0_1_1_1555.p4,1555,2,6,43540,
1_2_1_2_1_1_0_0_7644.p4,7644,2,6,214032,
1_1_0_1_1_1_1_1_3364.p4,3364,1,7,94192,
2_2_1_0_0_2_1_0_5528.p4,5528,3,5,154784,
2_0_0_0_2_2_1_1_7824.p4,7824,3,5,219072,
0_2_0_0_0_1_1_1_6835.p4,6835,4,4,191380,
0_1_0_1_0_2_0_0_242.p4,242,5,3,6776,
1_2_0_0_0_2_1_1_5156.p4,5156,3,5,144368,
0_1_1_1_1_2_0_1_7873.p4,7873,2,6,220444,
0_0_0_1_1_2_0_0_5318.p4,5318,5,3,148904,
1_2_0_0_1_2_1_1_1975.p4,1975,2,6,55300,
0_1_1_2_2_1_0_1_3780.p4,3780,2,6,105840,
1_1_0_1_0_2_1_0_8126.p4,8126,3,5,227528,
0_0_0_1_2_0_0_0_5563.p4,5563,6,2,155764,
0_2_0_1_2_0_1_0_6104.p4,6104,4,4,170912,
2_0_0_1_0_0_1_0_5770.p4,5770,5,3,161560,
0_1_1_2_1_0_1_1_6401.p4,6401,2,6,179228,
1_2_1_2_0_1_0_0_5739.p4,5739,3,5,160692,
2_1_1_2_1_2_1_0_733.p4,733,1,7,20524,
0_0_1_0_0_1_1_0_3980.p4,3980,5,3,111440,
1_0_1_1_0_1_1_1_5712.p4,5712,2,6,159936,
0_1_1_1_0_2_0_1_7532.p4,7532,3,5,210896,
2_0_0_0_2_2_0_0_2428.p4,2428,5,3,67984,
0_1_1_0_0_0_1_0_6937.p4,6937,5,3,194236,
2_2_0_0_1_2_0_0_4155.p4,4155,4,4,116340,
0_1_1_1_2_1_1_1_1418.p4,1418,1,7,39704,
0_1_0_2_2_0_1_0_148.p4,148,4,4,4144,
1_2_1_2_0_0_1_0_2126.p4,2126,3,5,59528,
0_0_1_1_1_2_1_1_6530.p4,6530,2,6,182840,
2_0_0_1_0_0_0_1_6664.p4,6664,5,3,186592,
0_0_1_2_2_2_0_1_5737.p4,5737,3,5,160636,
2_0_0_1_0_0_1_1_4661.p4,4661,4,4,130508,
1_1_0_0_1_1_0_1_1424.p4,1424,3,5,39872,
0_2_1_1_1_0_1_0_7285.p4,7285,3,5,203980,
1_1_1_1_1_1_0_1_6051.p4,6051,1,7,169428,
1_0_0_0_0_2_0_0_1092.p4,1092,6,2,30576,
2_0_0_1_2_1_0_0_2148.p4,2148,4,4,60144,
1_0_0_2_1_2_1_1_7979.p4,7979,2,6,223412,
1_2_1_0_0_0_1_1_3619.p4,3619,3,5,101332,
2_1_0_1_1_0_0_1_3898.p4,3898,3,5,109144,
1_1_1_0_2_2_0_1_6575.p4,6575,2,6,184100,
2_0_0_2_1_0_0_0_3454.p4,3454,5,3,96712,
1_0_0_2_1_2_0_1_631.p4,631,3,5,17668,
1_2_1_1_2_0_0_0_3456.p4,3456,3,5,96768,
2_2_0_1_0_1_0_1_5153.p4,5153,3,5,144284,
1_2_1_0_2_2_1_1_3514.p4,3514,1,7,98392,
2_0_0_0_1_0_1_0_3968.p4,3968,5,3,111104,
0_1_0_0_2_0_1_1_3191.p4,3191,4,4,89348,
0_0_0_2_2_1_0_1_534.p4,534,4,4,14952,
1_2_0_1_1_1_0_0_3721.p4,3721,3,5,104188,
1_1_0_1_2_1_1_0_4667.p4,4667,2,6,130676,
2_2_1_2_1_2_1_0_4824.p4,4824,1,7,135072,
1_2_1_0_1_0_0_0_601.p4,601,4,4,16828,
1_2_1_1_2_0_0_0_3656.p4,3656,3,5,102368,
1_0_0_0_1_2_1_0_4075.p4,4075,4,4,114100,
1_1_0_2_0_2_0_1_1684.p4,1684,3,5,47152,
1_0_0_1_1_1_1_1_210.p4,210,2,6,5880,
2_0_1_0_2_2_1_0_1549.p4,1549,3,5,43372,
1_0_1_2_0_2_1_0_690.p4,690,3,5,19320,
2_0_1_0_1_1_0_0_6710.p4,6710,4,4,187880,
2_1_1_2_1_1_0_0_4851.p4,4851,2,6,135828,
1_0_1_1_0_1_1_0_3362.p4,3362,3,5,94136,
1_0_1_2_2_2_1_1_6209.p4,6209,1,7,173852,
0_0_0_1_0_1_1_1_2523.p4,2523,4,4,70644,
