p4_file,table_size,exact_count,wildcard_count,table_memory_estimate_bytes,
0_0_1_1_2_0_1_0_2562.p4,2562,4,4,71736,
0_0_1_2_0_2_1_0_7187.p4,7187,4,4,201236,
1_0_1_2_0_1_1_1_7591.p4,7591,2,6,212548,
1_0_1_0_1_0_1_1_5008.p4,5008,3,5,140224,
2_1_1_1_1_0_0_1_6493.p4,6493,2,6,181804,
0_0_0_2_2_0_0_0_4395.p4,4395,6,2,123060,
0_1_1_1_2_1_1_1_3842.p4,3842,1,7,107576,
0_2_0_2_0_2_0_1_1320.p4,1320,4,4,36960,
2_1_0_2_1_2_0_1_4890.p4,4890,2,6,136920,
1_0_1_1_0_2_1_0_3098.p4,3098,3,5,86744,
1_0_1_2_2_2_0_1_3938.p4,3938,2,6,110264,
2_2_1_0_2_2_1_1_2971.p4,2971,1,7,83188,
2_0_0_2_2_1_1_0_6126.p4,6126,3,5,171528,
1_2_0_1_0_1_1_1_133.p4,133,2,6,3724,
2_2_0_0_2_0_1_0_963.p4,963,4,4,26964,
0_0_1_0_1_2_0_1_1662.p4,1662,4,4,46536,
0_0_1_0_0_1_0_1_516.p4,516,5,3,14448,
2_2_0_1_2_0_1_0_1493.p4,1493,3,5,41804,
1_1_1_0_2_1_0_0_1976.p4,1976,3,5,55328,
2_0_0_2_2_0_0_0_7968.p4,7968,5,3,223104,
0_2_0_0_1_2_0_1_3188.p4,3188,4,4,89264,
0_1_1_0_2_0_0_1_7226.p4,7226,4,4,202328,
2_1_1_0_1_1_0_0_1558.p4,1558,3,5,43624,
2_0_0_0_1_0_1_1_2153.p4,2153,4,4,60284,
2_1_1_2_0_0_0_0_2600.p4,2600,4,4,72800,
0_0_0_0_1_0_0_1_7406.p4,7406,6,2,207368,
2_2_1_1_0_1_1_1_7963.p4,7963,1,7,222964,
0_1_0_0_1_2_1_0_5415.p4,5415,4,4,151620,
1_2_1_1_0_2_1_0_5304.p4,5304,2,6,148512,
1_0_0_0_0_0_0_0_1772.p4,1772,7,1,49616,
0_1_1_2_0_1_0_0_6090.p4,6090,4,4,170520,
2_1_0_0_2_1_0_1_3779.p4,3779,3,5,105812,
0_0_1_1_2_0_0_0_6226.p4,6226,5,3,174328,
2_1_1_0_2_1_0_1_8045.p4,8045,2,6,225260,
2_1_1_0_0_2_0_1_5866.p4,5866,3,5,164248,
2_1_0_0_1_1_0_0_7982.p4,7982,4,4,223496,
1_2_1_1_2_2_1_0_2371.p4,2371,1,7,66388,
2_0_1_2_2_1_0_1_3154.p4,3154,2,6,88312,
2_2_0_0_1_2_1_0_6990.p4,6990,3,5,195720,
2_2_1_0_0_0_1_1_6482.p4,6482,3,5,181496,
2_0_1_0_1_1_1_1_6437.p4,6437,2,6,180236,
2_1_1_1_2_0_1_0_620.p4,620,2,6,17360,
2_0_0_2_1_1_1_0_2880.p4,2880,3,5,80640,
0_2_1_2_0_0_1_1_7285.p4,7285,3,5,203980,
0_0_1_1_1_0_0_0_4613.p4,4613,5,3,129164,
1_2_1_1_1_0_0_1_7722.p4,7722,2,6,216216,
1_0_1_0_0_0_1_0_7445.p4,7445,5,3,208460,
1_1_1_2_1_2_1_0_6069.p4,6069,1,7,169932,
1_1_0_2_0_0_1_1_7019.p4,7019,3,5,196532,
0_1_1_0_2_0_0_0_7350.p4,7350,5,3,205800,
2_0_1_1_2_0_1_1_2661.p4,2661,2,6,74508,
2_2_0_2_2_2_0_0_4653.p4,4653,3,5,130284,
1_0_1_1_1_1_1_0_2173.p4,2173,2,6,60844,
2_2_1_2_0_1_1_1_5575.p4,5575,1,7,156100,
2_2_1_0_2_0_1_0_4634.p4,4634,3,5,129752,
2_0_0_2_0_0_1_1_6324.p4,6324,4,4,177072,
1_2_1_1_1_2_1_0_6719.p4,6719,1,7,188132,
2_1_0_2_2_1_0_0_6425.p4,6425,3,5,179900,
2_0_1_1_1_2_0_1_7997.p4,7997,2,6,223916,
0_1_0_2_1_1_1_0_2196.p4,2196,3,5,61488,
0_1_0_0_1_1_1_0_7007.p4,7007,4,4,196196,
0_0_1_2_0_1_1_0_6459.p4,6459,4,4,180852,
2_1_1_1_2_0_0_1_1680.p4,1680,2,6,47040,
0_2_1_2_0_0_0_0_2316.p4,2316,5,3,64848,
2_1_1_1_1_2_0_1_259.p4,259,1,7,7252,
0_1_1_0_1_1_0_1_5451.p4,5451,3,5,152628,
2_0_1_1_2_0_1_1_3685.p4,3685,2,6,103180,
2_2_1_2_1_0_0_0_1002.p4,1002,3,5,28056,
0_1_1_1_0_0_1_1_6832.p4,6832,3,5,191296,
2_0_0_1_2_0_0_0_2806.p4,2806,5,3,78568,
1_1_0_0_0_1_0_0_504.p4,504,5,3,14112,
1_0_0_1_1_2_1_1_379.p4,379,2,6,10612,
0_2_1_1_0_0_0_0_3137.p4,3137,5,3,87836,
1_2_1_0_2_0_1_0_2790.p4,2790,3,5,78120,
2_1_1_2_2_2_0_1_2912.p4,2912,1,7,81536,
0_0_1_2_2_0_1_0_6931.p4,6931,4,4,194068,
1_2_1_0_2_1_0_1_6708.p4,6708,2,6,187824,
0_2_1_2_0_2_1_0_7264.p4,7264,3,5,203392,
1_2_1_1_1_0_1_0_5219.p4,5219,2,6,146132,
2_1_0_1_2_1_0_1_2695.p4,2695,2,6,75460,
1_2_1_0_2_1_1_1_502.p4,502,1,7,14056,
0_2_0_2_2_0_1_0_6445.p4,6445,4,4,180460,
0_2_1_2_2_1_0_1_2948.p4,2948,2,6,82544,
1_1_1_1_2_1_1_0_2091.p4,2091,1,7,58548,
2_2_1_1_1_2_0_1_8162.p4,8162,1,7,228536,
1_2_1_2_1_0_1_1_4345.p4,4345,1,7,121660,
2_2_1_1_0_1_0_0_7786.p4,7786,3,5,218008,
2_1_1_1_1_1_1_1_2628.p4,2628,0,8,73584,
0_2_0_0_2_0_0_1_7677.p4,7677,5,3,214956,
1_2_1_0_1_0_1_0_6166.p4,6166,3,5,172648,
1_1_0_0_1_2_1_0_656.p4,656,3,5,18368,
1_0_1_0_1_0_1_0_5025.p4,5025,4,4,140700,
2_1_0_1_1_0_1_0_1898.p4,1898,3,5,53144,
0_1_1_2_0_0_0_0_5109.p4,5109,5,3,143052,
2_2_1_1_1_1_1_0_874.p4,874,1,7,24472,
0_0_1_2_2_1_0_0_3795.p4,3795,4,4,106260,
0_0_1_1_2_0_1_1_4790.p4,4790,3,5,134120,
2_0_0_0_2_2_0_1_1291.p4,1291,4,4,36148,
1_0_1_0_0_1_0_1_5342.p4,5342,4,4,149576,
0_1_1_2_0_2_0_0_4794.p4,4794,4,4,134232,
1_2_1_2_0_1_1_1_2606.p4,2606,1,7,72968,
0_2_1_2_0_2_0_0_7671.p4,7671,4,4,214788,
1_1_1_1_1_1_1_0_8054.p4,8054,1,7,225512,
1_1_1_0_1_1_0_0_3462.p4,3462,3,5,96936,
1_0_1_2_1_2_0_1_1766.p4,1766,2,6,49448,
0_0_0_1_1_1_1_1_2405.p4,2405,3,5,67340,
1_1_1_2_2_0_1_0_3775.p4,3775,2,6,105700,
0_1_1_2_2_0_1_1_1047.p4,1047,2,6,29316,
2_1_0_0_1_2_0_1_3203.p4,3203,3,5,89684,
0_2_1_2_2_1_1_0_169.p4,169,2,6,4732,
0_0_1_2_1_2_1_0_4319.p4,4319,3,5,120932,
2_2_1_1_0_2_1_0_1882.p4,1882,2,6,52696,
1_1_0_2_2_2_0_0_4497.p4,4497,3,5,125916,
2_1_0_0_2_0_1_0_5237.p4,5237,4,4,146636,
2_1_0_0_0_0_1_1_7215.p4,7215,4,4,202020,
0_2_1_1_1_2_0_1_696.p4,696,2,6,19488,
1_1_0_2_0_1_1_1_2995.p4,2995,2,6,83860,
2_0_0_0_0_2_0_0_3039.p4,3039,6,2,85092,
0_1_0_1_0_2_1_1_4754.p4,4754,3,5,133112,
2_0_0_2_2_0_1_1_7387.p4,7387,3,5,206836,
1_2_1_1_2_0_1_0_4500.p4,4500,2,6,126000,
0_0_1_2_2_2_0_0_6934.p4,6934,4,4,194152,
1_0_0_1_2_1_0_1_4858.p4,4858,3,5,136024,
1_0_1_0_2_2_1_0_2465.p4,2465,3,5,69020,
0_2_1_2_0_1_1_0_3055.p4,3055,3,5,85540,
2_1_0_1_0_2_0_1_6262.p4,6262,3,5,175336,
0_2_0_0_0_2_0_0_711.p4,711,6,2,19908,
1_1_1_0_1_0_1_1_5974.p4,5974,2,6,167272,
2_1_1_2_2_2_0_0_922.p4,922,2,6,25816,
1_2_1_0_1_0_0_0_5772.p4,5772,4,4,161616,
1_2_1_2_1_1_1_1_4466.p4,4466,0,8,125048,
0_0_0_2_2_1_0_0_2132.p4,2132,5,3,59696,
0_2_0_2_0_1_0_0_3394.p4,3394,5,3,95032,
2_0_1_1_1_2_1_0_5205.p4,5205,2,6,145740,
1_2_1_1_0_0_1_0_6947.p4,6947,3,5,194516,
2_2_0_0_1_0_0_0_293.p4,293,5,3,8204,
1_2_1_1_2_0_1_1_3965.p4,3965,1,7,111020,
0_2_1_1_0_1_0_1_6885.p4,6885,3,5,192780,
2_1_0_0_0_1_1_0_1248.p4,1248,4,4,34944,
2_1_1_0_1_0_1_1_1583.p4,1583,2,6,44324,
0_0_0_0_0_0_0_3_1647.p4,1647,7,0,37881,
0_1_0_0_1_2_0_1_7383.p4,7383,4,4,206724,
1_0_1_1_1_2_0_0_4039.p4,4039,3,5,113092,
1_2_0_0_0_0_1_1_5140.p4,5140,4,4,143920,
1_2_0_1_0_0_0_0_2128.p4,2128,5,3,59584,
0_1_1_0_1_0_0_0_2588.p4,2588,5,3,72464,
1_1_1_1_2_0_0_1_8066.p4,8066,2,6,225848,
2_1_1_2_1_0_1_1_2071.p4,2071,1,7,57988,
0_1_0_1_1_1_1_0_6763.p4,6763,3,5,189364,
1_1_1_2_2_1_1_0_2520.p4,2520,1,7,70560,
2_1_1_1_1_1_0_1_986.p4,986,1,7,27608,
2_1_1_0_1_1_0_1_1188.p4,1188,2,6,33264,
0_1_1_1_2_1_0_1_7237.p4,7237,2,6,202636,
1_1_0_1_2_2_0_1_5411.p4,5411,2,6,151508,
0_0_0_2_0_2_0_0_4126.p4,4126,6,2,115528,
1_2_1_0_1_2_1_1_5152.p4,5152,1,7,144256,
1_2_0_1_1_1_1_1_1454.p4,1454,1,7,40712,
2_0_1_2_2_1_1_0_1890.p4,1890,2,6,52920,
2_0_0_2_2_0_0_0_2489.p4,2489,5,3,69692,
0_1_0_0_0_2_0_0_7620.p4,7620,6,2,213360,
2_0_0_2_0_0_1_1_4888.p4,4888,4,4,136864,
0_1_0_2_1_0_1_1_5679.p4,5679,3,5,159012,
0_1_0_2_1_1_1_0_6880.p4,6880,3,5,192640,
0_1_0_1_1_1_0_0_7527.p4,7527,4,4,210756,
2_0_0_2_2_0_1_0_1990.p4,1990,4,4,55720,
0_2_1_0_0_0_0_0_316.p4,316,6,2,8848,
1_2_0_0_1_2_0_0_6118.p4,6118,4,4,171304,
0_0_1_1_2_0_1_1_5297.p4,5297,3,5,148316,
0_1_1_2_0_1_0_0_6028.p4,6028,4,4,168784,
0_2_0_0_2_1_0_1_3091.p4,3091,4,4,86548,
0_1_0_0_2_2_1_1_2685.p4,2685,3,5,75180,
2_1_0_1_2_2_1_1_3211.p4,3211,1,7,89908,
0_1_0_1_2_0_1_1_2285.p4,2285,3,5,63980,
1_1_0_0_0_1_0_1_658.p4,658,4,4,18424,
0_2_0_0_0_1_0_1_4317.p4,4317,5,3,120876,
2_1_1_0_1_2_0_0_6633.p4,6633,3,5,185724,
1_2_1_0_2_0_1_1_5539.p4,5539,2,6,155092,
2_2_1_2_2_2_0_1_8041.p4,8041,1,7,225148,
0_1_1_0_0_2_1_0_3374.p4,3374,4,4,94472,
0_2_0_0_1_2_0_0_1820.p4,1820,5,3,50960,
2_2_1_1_0_1_1_1_1999.p4,1999,1,7,55972,
0_0_1_0_1_1_0_1_4249.p4,4249,4,4,118972,
2_0_1_0_1_2_0_1_5954.p4,5954,3,5,166712,
2_0_0_1_1_2_1_0_5749.p4,5749,3,5,160972,
2_1_1_1_1_0_0_1_4308.p4,4308,2,6,120624,
1_1_0_2_1_1_0_1_7610.p4,7610,2,6,213080,
1_0_0_0_2_1_1_1_879.p4,879,3,5,24612,
2_1_0_2_1_2_0_0_5681.p4,5681,3,5,159068,
2_2_0_2_0_2_0_1_1781.p4,1781,3,5,49868,
1_1_1_2_1_0_1_0_2900.p4,2900,2,6,81200,
2_0_1_2_2_1_1_1_2254.p4,2254,1,7,63112,
0_2_0_2_0_2_0_1_2779.p4,2779,4,4,77812,
0_1_1_2_1_1_0_0_4868.p4,4868,3,5,136304,
0_1_1_1_1_0_0_1_536.p4,536,3,5,15008,
0_0_1_2_2_1_0_0_760.p4,760,4,4,21280,
1_0_1_1_2_1_1_0_629.p4,629,2,6,17612,
1_1_1_0_0_0_0_0_7261.p4,7261,5,3,203308,
0_2_1_2_1_0_0_1_6560.p4,6560,3,5,183680,
0_0_0_2_1_1_1_1_7446.p4,7446,3,5,208488,
2_0_0_2_1_2_1_1_6941.p4,6941,2,6,194348,
2_2_1_0_1_2_1_1_1806.p4,1806,1,7,50568,
1_0_1_1_0_2_1_1_1381.p4,1381,2,6,38668,
2_0_0_1_0_0_0_1_6408.p4,6408,5,3,179424,
2_1_1_1_2_0_1_1_8170.p4,8170,1,7,228760,
2_2_0_0_1_2_1_0_1387.p4,1387,3,5,38836,
2_1_1_2_0_2_1_1_7091.p4,7091,1,7,198548,
2_1_0_0_2_1_0_1_7868.p4,7868,3,5,220304,
0_0_0_0_0_0_0_3_7189.p4,7189,7,0,165347,
2_2_1_1_2_2_1_1_8185.p4,8185,0,8,229180,
0_2_1_1_2_2_0_0_6270.p4,6270,3,5,175560,
1_1_1_1_2_1_1_1_584.p4,584,0,8,16352,
2_1_0_1_2_1_1_1_5217.p4,5217,1,7,146076,
0_1_1_0_0_1_1_0_6332.p4,6332,4,4,177296,
1_0_1_2_2_2_0_1_5516.p4,5516,2,6,154448,
2_2_0_1_1_2_0_1_805.p4,805,2,6,22540,
1_2_0_1_2_1_1_0_3960.p4,3960,2,6,110880,
2_1_0_1_1_2_0_0_8149.p4,8149,3,5,228172,
1_2_1_0_0_1_1_0_4392.p4,4392,3,5,122976,
2_1_1_2_0_0_1_0_2572.p4,2572,3,5,72016,
2_0_1_1_2_0_1_0_3533.p4,3533,3,5,98924,
0_1_0_1_2_2_1_0_7087.p4,7087,3,5,198436,
1_2_1_2_2_1_1_0_864.p4,864,1,7,24192,
1_0_1_1_0_2_0_1_2254.p4,2254,3,5,63112,
0_1_0_2_1_0_1_1_2659.p4,2659,3,5,74452,
0_1_1_0_0_0_1_0_2998.p4,2998,5,3,83944,
2_2_1_2_1_1_0_1_450.p4,450,1,7,12600,
0_2_1_2_1_1_1_1_7091.p4,7091,1,7,198548,
0_2_1_2_0_1_1_1_552.p4,552,2,6,15456,
0_2_0_1_0_2_0_1_2514.p4,2514,4,4,70392,
2_2_0_2_0_1_1_1_2778.p4,2778,2,6,77784,
1_0_1_1_1_2_0_1_2112.p4,2112,2,6,59136,
1_0_1_2_0_0_1_0_5833.p4,5833,4,4,163324,
2_0_0_1_1_1_1_1_1101.p4,1101,2,6,30828,
1_0_0_2_1_2_1_0_3966.p4,3966,3,5,111048,
0_1_1_0_0_2_1_1_3755.p4,3755,3,5,105140,
1_0_0_2_0_0_1_1_6460.p4,6460,4,4,180880,
2_0_1_0_2_1_0_0_7104.p4,7104,4,4,198912,
0_1_0_1_2_2_1_0_6836.p4,6836,3,5,191408,
1_2_1_0_1_1_0_1_527.p4,527,2,6,14756,
1_2_0_2_1_2_1_0_6872.p4,6872,2,6,192416,
2_1_0_1_2_0_0_0_7272.p4,7272,4,4,203616,
2_2_1_0_1_1_0_0_6352.p4,6352,3,5,177856,
2_0_0_2_2_2_1_1_3144.p4,3144,2,6,88032,
2_1_1_1_0_1_0_1_3720.p4,3720,2,6,104160,
0_0_1_0_0_2_1_0_6868.p4,6868,5,3,192304,
2_2_1_2_0_0_0_1_4750.p4,4750,3,5,133000,
0_0_0_2_0_2_1_0_4268.p4,4268,5,3,119504,
0_0_0_0_2_0_1_1_3257.p4,3257,5,3,91196,
0_1_0_2_0_1_0_0_4344.p4,4344,5,3,121632,
2_0_0_0_0_0_0_0_2652.p4,2652,7,1,74256,
1_2_1_1_0_0_0_0_5705.p4,5705,4,4,159740,
2_2_1_2_1_1_0_1_2923.p4,2923,1,7,81844,
1_1_1_0_1_1_0_0_6730.p4,6730,3,5,188440,
0_1_0_0_0_0_0_0_2020.p4,2020,7,1,56560,
1_0_0_2_1_0_1_1_2308.p4,2308,3,5,64624,
2_0_0_1_1_2_0_0_4441.p4,4441,4,4,124348,
2_2_0_1_1_0_0_1_4089.p4,4089,3,5,114492,
2_2_1_0_1_0_0_1_6656.p4,6656,3,5,186368,
1_0_1_1_0_0_0_0_5548.p4,5548,5,3,155344,
0_0_1_1_1_2_1_0_5719.p4,5719,3,5,160132,
0_1_1_1_2_0_1_1_4800.p4,4800,2,6,134400,
0_2_0_2_2_1_1_1_1484.p4,1484,2,6,41552,
2_0_0_2_0_1_1_1_5689.p4,5689,3,5,159292,
2_0_1_0_2_2_0_0_5287.p4,5287,4,4,148036,
2_1_0_1_2_2_1_1_6352.p4,6352,1,7,177856,
2_2_1_1_2_1_1_1_6169.p4,6169,0,8,172732,
2_0_1_2_2_2_0_1_4665.p4,4665,2,6,130620,
2_1_0_1_1_0_1_1_4132.p4,4132,2,6,115696,
2_1_0_2_0_2_1_1_6745.p4,6745,2,6,188860,
0_1_1_1_0_2_0_0_8022.p4,8022,4,4,224616,
1_0_0_0_0_2_0_0_946.p4,946,6,2,26488,
1_0_1_2_1_0_1_0_6326.p4,6326,3,5,177128,
1_1_1_2_0_2_1_1_5990.p4,5990,1,7,167720,
1_0_0_2_2_0_0_1_6685.p4,6685,4,4,187180,
1_0_1_0_0_2_1_0_1487.p4,1487,4,4,41636,
0_0_0_2_1_1_0_1_4651.p4,4651,4,4,130228,
2_1_0_1_1_0_1_1_8081.p4,8081,2,6,226268,
0_0_0_0_0_2_1_0_2237.p4,2237,6,2,62636,
0_1_1_2_2_1_1_0_187.p4,187,2,6,5236,
1_1_0_1_1_1_1_1_1379.p4,1379,1,7,38612,
1_0_0_1_2_2_1_1_7032.p4,7032,2,6,196896,
1_0_1_0_1_2_1_1_3146.p4,3146,2,6,88088,
2_2_1_0_2_2_0_0_2946.p4,2946,3,5,82488,
2_2_1_0_1_0_0_0_1027.p4,1027,4,4,28756,
0_2_0_1_2_1_0_0_2810.p4,2810,4,4,78680,
2_2_0_2_0_2_0_0_4908.p4,4908,4,4,137424,
1_0_1_1_0_0_0_1_6129.p4,6129,4,4,171612,
2_2_0_1_1_1_0_1_7455.p4,7455,2,6,208740,
1_0_0_0_1_0_0_1_7413.p4,7413,5,3,207564,
2_0_0_0_1_1_1_0_6244.p4,6244,4,4,174832,
2_1_0_2_2_0_1_0_2085.p4,2085,3,5,58380,
1_2_1_0_1_0_1_0_4728.p4,4728,3,5,132384,
2_1_0_0_1_1_1_1_800.p4,800,2,6,22400,
0_0_0_1_0_1_0_0_1922.p4,1922,6,2,53816,
1_1_1_2_1_2_1_1_3972.p4,3972,0,8,111216,
2_2_1_1_0_1_0_0_199.p4,199,3,5,5572,
0_2_1_2_2_2_1_0_6375.p4,6375,2,6,178500,
0_1_1_2_1_1_1_0_1361.p4,1361,2,6,38108,
1_2_0_0_2_1_0_0_3975.p4,3975,4,4,111300,
0_1_0_2_2_0_1_0_782.p4,782,4,4,21896,
0_2_1_2_1_1_1_0_3622.p4,3622,2,6,101416,
2_1_0_1_1_2_1_1_7612.p4,7612,1,7,213136,
0_2_1_2_1_0_0_0_1467.p4,1467,4,4,41076,
2_2_1_0_2_0_0_0_3511.p4,3511,4,4,98308,
2_1_0_0_0_1_0_1_3800.p4,3800,4,4,106400,
2_2_0_2_0_2_1_1_580.p4,580,2,6,16240,
0_2_1_2_0_2_0_0_2196.p4,2196,4,4,61488,
1_1_1_0_0_2_0_0_2688.p4,2688,4,4,75264,
0_2_0_0_0_1_1_0_2663.p4,2663,5,3,74564,
2_2_0_2_1_0_1_1_6793.p4,6793,2,6,190204,
2_1_0_1_1_1_1_1_7914.p4,7914,1,7,221592,
2_1_0_1_0_2_1_1_2678.p4,2678,2,6,74984,
0_2_1_1_2_0_0_0_2285.p4,2285,4,4,63980,
2_1_1_0_2_0_0_0_6140.p4,6140,4,4,171920,
2_0_0_0_0_2_0_0_2150.p4,2150,6,2,60200,
0_1_1_2_2_0_1_0_4061.p4,4061,3,5,113708,
1_1_1_1_0_1_0_1_5797.p4,5797,2,6,162316,
0_0_0_2_0_0_1_0_6762.p4,6762,6,2,189336,
0_0_1_1_0_0_0_0_2336.p4,2336,6,2,65408,
2_0_1_0_1_1_1_0_1030.p4,1030,3,5,28840,
2_1_1_0_1_1_0_0_5341.p4,5341,3,5,149548,
0_1_0_0_0_0_0_0_1009.p4,1009,7,1,28252,
0_2_0_1_2_2_0_1_7952.p4,7952,3,5,222656,
0_1_1_1_1_1_0_0_5889.p4,5889,3,5,164892,
1_0_1_2_1_1_0_0_7110.p4,7110,3,5,199080,
0_1_1_2_0_0_0_0_1963.p4,1963,5,3,54964,
1_0_1_1_1_2_0_1_3502.p4,3502,2,6,98056,
1_2_1_2_1_1_1_0_7554.p4,7554,1,7,211512,
1_2_0_0_1_1_0_0_7039.p4,7039,4,4,197092,
0_0_0_0_1_0_0_0_2819.p4,2819,7,1,78932,
2_1_0_2_1_0_1_0_1980.p4,1980,3,5,55440,
0_2_1_2_2_2_1_0_4923.p4,4923,2,6,137844,
0_2_0_0_2_1_1_1_3988.p4,3988,3,5,111664,
1_0_0_2_2_1_1_1_3082.p4,3082,2,6,86296,
2_1_1_2_0_1_1_1_7832.p4,7832,1,7,219296,
2_1_1_2_0_1_0_0_1538.p4,1538,3,5,43064,
1_1_1_1_2_0_1_1_8016.p4,8016,1,7,224448,
2_2_0_0_1_1_1_1_7135.p4,7135,2,6,199780,
2_2_1_2_0_2_0_0_6450.p4,6450,3,5,180600,
2_0_0_1_0_0_0_1_3449.p4,3449,5,3,96572,
2_1_0_0_1_1_0_1_2100.p4,2100,3,5,58800,
1_0_0_0_2_1_1_0_4735.p4,4735,4,4,132580,
2_0_1_1_0_2_0_1_4090.p4,4090,3,5,114520,
0_1_1_1_0_0_0_0_5028.p4,5028,5,3,140784,
0_1_0_0_2_0_1_1_6526.p4,6526,4,4,182728,
0_2_0_1_1_0_1_1_3991.p4,3991,3,5,111748,
0_0_1_2_0_0_0_0_5151.p4,5151,6,2,144228,
1_2_1_0_0_2_0_1_3050.p4,3050,3,5,85400,
0_1_1_2_2_1_1_1_1094.p4,1094,1,7,30632,
0_1_1_2_2_0_1_1_7727.p4,7727,2,6,216356,
2_0_0_1_1_2_0_0_5052.p4,5052,4,4,141456,
2_1_0_2_2_1_1_0_6962.p4,6962,2,6,194936,
2_0_0_0_1_1_1_1_3529.p4,3529,3,5,98812,
0_1_0_2_1_1_1_1_3015.p4,3015,2,6,84420,
2_1_1_0_2_0_0_1_4142.p4,4142,3,5,115976,
2_1_1_1_1_2_0_1_214.p4,214,1,7,5992,
2_1_1_0_0_0_0_1_4033.p4,4033,4,4,112924,
2_1_1_2_2_1_1_1_2135.p4,2135,0,8,59780,
2_0_0_0_1_0_0_0_5530.p4,5530,6,2,154840,
2_0_0_0_0_0_0_0_506.p4,506,7,1,14168,
0_1_1_2_2_0_0_1_1713.p4,1713,3,5,47964,
0_0_0_0_2_2_1_0_1859.p4,1859,5,3,52052,
2_0_0_0_0_1_1_1_2719.p4,2719,4,4,76132,
2_1_0_0_0_1_0_0_218.p4,218,5,3,6104,
0_2_0_0_0_2_1_0_3303.p4,3303,5,3,92484,
2_1_0_0_0_2_1_1_3531.p4,3531,3,5,98868,
2_1_0_2_1_2_1_1_99.p4,99,1,7,2772,
1_2_1_0_2_0_0_1_1561.p4,1561,3,5,43708,
1_2_0_1_1_0_1_1_1811.p4,1811,2,6,50708,
1_1_1_2_0_0_0_0_5386.p4,5386,4,4,150808,
1_2_0_1_1_0_0_1_4978.p4,4978,3,5,139384,
1_1_0_1_0_1_0_0_4303.p4,4303,4,4,120484,
2_1_0_0_0_1_0_0_7998.p4,7998,5,3,223944,
2_0_1_2_0_2_1_1_4245.p4,4245,2,6,118860,
1_2_1_1_1_2_0_1_5408.p4,5408,1,7,151424,
1_2_0_2_0_1_0_0_4885.p4,4885,4,4,136780,
1_2_1_1_0_0_1_1_708.p4,708,2,6,19824,
1_2_0_1_1_1_1_0_5445.p4,5445,2,6,152460,
1_1_0_2_0_2_0_1_1286.p4,1286,3,5,36008,
1_2_1_0_1_2_1_1_1501.p4,1501,1,7,42028,
1_2_0_0_1_0_0_1_2632.p4,2632,4,4,73696,
0_0_1_1_1_2_0_1_7120.p4,7120,3,5,199360,
1_0_0_2_1_1_0_0_3847.p4,3847,4,4,107716,
2_1_1_0_1_2_0_1_3506.p4,3506,2,6,98168,
0_0_0_0_1_2_1_1_384.p4,384,4,4,10752,
0_0_0_0_0_1_0_1_2196.p4,2196,6,2,61488,
1_0_0_1_2_0_1_1_1304.p4,1304,3,5,36512,
1_2_1_2_2_2_0_0_6527.p4,6527,2,6,182756,
2_0_1_1_1_0_0_1_3034.p4,3034,3,5,84952,
1_0_0_1_1_2_0_1_6538.p4,6538,3,5,183064,
2_0_0_0_2_2_1_0_4862.p4,4862,4,4,136136,
2_1_1_1_0_2_0_0_947.p4,947,3,5,26516,
0_0_1_1_2_2_0_0_6894.p4,6894,4,4,193032,
1_2_1_2_2_2_1_0_670.p4,670,1,7,18760,
0_0_1_1_1_1_1_1_6751.p4,6751,2,6,189028,
0_2_0_0_1_0_0_1_4425.p4,4425,5,3,123900,
0_0_0_0_2_2_0_1_554.p4,554,5,3,15512,
1_2_1_1_1_2_1_1_537.p4,537,0,8,15036,
0_1_0_0_0_1_0_0_5756.p4,5756,6,2,161168,
0_0_0_2_2_2_0_0_6620.p4,6620,5,3,185360,
1_1_1_2_1_0_1_0_1423.p4,1423,2,6,39844,
1_2_0_0_2_1_0_1_4821.p4,4821,3,5,134988,
2_0_0_2_0_1_1_0_2302.p4,2302,4,4,64456,
0_0_0_1_2_2_0_1_5135.p4,5135,4,4,143780,
0_2_0_1_1_2_1_0_7762.p4,7762,3,5,217336,
0_0_0_2_2_1_0_0_2279.p4,2279,5,3,63812,
0_0_1_1_2_1_0_0_1733.p4,1733,4,4,48524,
0_2_1_0_1_0_1_0_185.p4,185,4,4,5180,
2_2_1_0_2_0_0_0_5547.p4,5547,4,4,155316,
2_2_1_2_0_1_1_0_638.p4,638,2,6,17864,
1_0_0_0_2_0_0_0_2104.p4,2104,6,2,58912,
0_1_0_1_1_1_1_0_5176.p4,5176,3,5,144928,
0_0_1_1_1_1_0_0_2247.p4,2247,4,4,62916,
2_2_0_0_2_0_1_1_5438.p4,5438,3,5,152264,
2_1_1_1_0_2_1_1_3190.p4,3190,1,7,89320,
0_0_1_0_1_2_1_0_623.p4,623,4,4,17444,
1_2_0_0_2_2_1_0_7129.p4,7129,3,5,199612,
1_1_1_0_1_2_1_1_1834.p4,1834,1,7,51352,
1_2_1_2_0_0_1_1_170.p4,170,2,6,4760,
1_2_1_0_1_1_1_0_899.p4,899,2,6,25172,
1_2_0_0_0_1_0_0_2913.p4,2913,5,3,81564,
2_2_0_1_1_2_0_0_4313.p4,4313,3,5,120764,
1_2_1_0_0_2_0_1_1511.p4,1511,3,5,42308,
0_0_1_0_1_0_1_1_6277.p4,6277,4,4,175756,
1_1_0_2_0_2_1_0_4885.p4,4885,3,5,136780,
1_1_1_1_2_0_1_0_5813.p4,5813,2,6,162764,
