total_len,protocol,flags,ttl,src_port,dst_port,tcp_flags_2,tcp_flags_1,size,cpu,memory
0,0,2,1,0,0,3,0,3223,0.50,27.43
1,0,2,0,0,0,0,3,3265,0.50,27.46
0,1,2,3,0,0,0,0,3275,0.60,27.31
0,3,1,0,0,0,2,0,3345,0.60,27.14
0,3,2,0,0,0,0,1,3346,0.50,27.20
1,2,0,0,0,0,3,0,3433,0.50,27.39
0,0,0,3,0,2,1,0,3482,0.50,27.54
0,1,3,0,0,2,0,0,3577,0.60,27.24
0,1,2,0,0,0,3,0,3872,0.60,27.43
0,0,2,0,1,3,0,0,4041,0.40,27.24
1,0,3,0,0,0,2,0,4067,0.40,27.55
3,0,0,2,0,0,0,1,511,0.50,26.51
0,0,0,0,0,2,3,1,541,0.50,26.70
0,0,3,0,0,1,2,0,580,0.40,26.50
0,2,1,0,0,0,3,0,7,0.40,26.37
0,0,0,1,3,0,2,0,843,0.50,26.79
1,0,0,0,0,0,2,3,918,0.40,26.50
3,0,0,0,0,2,0,1,970,0.60,26.49
0,0,0,2,0,1,3,0,982,0.40,26.92
1,0,0,0,2,0,0,2,1106,0.50,26.82
0,0,2,2,0,1,0,0,1108,0.50,26.76
0,2,2,1,0,0,0,0,1127,0.40,26.52
2,0,0,0,0,1,2,0,1211,0.50,26.72
0,2,0,0,1,2,0,0,1236,0.50,26.77
0,0,2,0,1,0,0,2,1314,0.60,26.62
0,0,0,2,2,0,1,0,1421,0.40,26.69
0,1,0,0,2,0,0,2,1486,0.60,26.71
0,1,0,2,0,0,2,0,1609,0.40,26.55
0,1,2,2,0,0,0,0,189,0.60,26.68
0,0,0,2,2,0,1,0,1952,0.60,26.70
0,2,2,0,1,0,0,0,2046,0.40,26.71
0,0,2,1,0,0,2,0,2147,0.60,26.84
2,0,0,0,0,0,2,1,220,0.60,26.63
0,0,2,1,0,2,0,0,2221,0.60,26.88
1,0,2,0,2,0,0,0,2360,0.40,27.18
2,0,1,2,0,0,0,0,2614,0.60,27.14
2,0,0,2,0,1,0,0,2641,0.50,26.73
0,0,2,2,0,0,0,1,2713,0.40,26.93
2,2,0,1,0,0,0,0,2793,0.50,26.85
0,0,0,0,0,2,1,2,2953,0.60,26.86
0,1,0,2,2,0,0,0,2961,0.50,27.03
2,0,0,2,0,0,1,0,3044,0.50,27.06
0,0,1,2,2,0,0,0,3077,0.40,26.83
2,0,0,0,2,1,0,0,3399,0.50,27.25
0,2,2,0,0,0,0,1,3529,0.50,27.10
0,0,0,0,1,2,0,2,3609,0.70,26.84
0,0,2,0,2,0,0,1,3639,0.40,27.16
2,1,0,0,2,0,0,0,3755,0.40,27.19
0,2,2,0,0,0,1,0,3931,0.50,27.24
2,1,0,0,2,0,0,0,4037,0.50,27.30
0,0,1,0,0,2,0,2,4087,0.50,27.29
2,1,0,0,0,0,0,2,520,0.60,26.67
2,1,0,0,0,2,0,0,525,0.50,26.42
2,0,0,0,0,1,2,0,538,0.60,26.52
2,1,0,0,0,0,2,0,922,0.40,26.60
3,0,0,0,0,0,0,3,1117,0.50,26.53
0,0,0,3,0,3,0,0,1238,0.50,26.65
0,0,0,0,3,0,0,3,144,0.40,26.56
0,3,3,0,0,0,0,0,1497,0.50,26.83
0,0,3,0,0,0,3,0,1501,0.60,26.76
0,0,3,3,0,0,0,0,1656,0.60,26.87
0,0,0,3,0,0,3,0,1669,0.50,26.82
3,0,0,0,3,0,0,0,1717,0.40,26.89
0,0,3,0,3,0,0,0,1748,0.50,26.79
0,0,0,0,0,3,3,0,1760,0.60,26.91
3,0,0,0,0,0,3,0,2052,0.50,26.59
3,0,3,0,0,0,0,0,2110,0.60,27.19
0,0,3,0,0,0,0,3,2137,0.50,26.84
0,0,3,0,0,0,3,0,2172,0.50,26.98
0,0,0,0,3,3,0,0,2183,0.40,27.24
0,3,0,0,3,0,0,0,2231,0.40,26.87
0,0,3,3,0,0,0,0,2315,0.50,26.68
0,0,3,0,0,0,3,0,2388,0.50,27.14
0,0,0,0,0,3,3,0,2428,0.30,27.21
0,3,3,0,0,0,0,0,2450,0.40,26.71
0,0,3,0,0,0,0,3,2660,0.50,26.88
0,3,0,0,0,3,0,0,2812,0.50,27.27
0,0,0,0,3,0,0,3,286,0.50,26.45
3,0,0,0,3,0,0,0,2921,0.50,27.25
3,0,0,0,3,0,0,0,2947,0.50,27.11
0,0,3,0,0,0,0,3,3050,0.50,27.31
3,0,0,0,0,0,3,0,3128,0.60,27.04
0,0,0,3,0,0,0,3,3198,0.60,27.12
0,0,3,0,0,0,3,0,31,0.60,26.30
0,0,0,0,3,3,0,0,3204,0.50,27.19
0,0,0,0,3,0,3,0,3254,0.60,27.19
3,0,0,0,0,0,3,0,3334,0.50,26.96
0,0,0,0,0,3,0,3,3428,0.50,27.12
0,0,0,3,0,3,0,0,3654,0.50,27.20
0,0,3,0,0,0,0,3,3755,0.40,27.14
0,0,3,0,0,0,3,0,3762,0.40,27.27
0,0,0,3,0,3,0,0,3903,0.50,27.16
3,0,0,0,0,0,3,0,3927,0.60,27.49
0,0,0,3,0,3,0,0,3956,0.60,27.31
3,0,0,0,0,0,3,0,3999,0.50,27.59
0,0,0,0,3,0,3,0,511,0.50,26.24
0,0,0,3,0,0,0,3,697,0.60,26.37
0,0,0,0,3,3,0,0,759,0.50,26.95
0,0,0,0,3,0,3,0,856,0.50,26.58
0,0,3,0,0,0,3,0,869,0.70,26.45
0,0,0,2,0,0,0,3,1074,0.50,26.88
2,0,0,0,0,3,0,0,1178,0.50,26.75
0,0,0,3,0,0,0,2,1211,0.50,26.56
0,0,0,0,3,0,2,0,1307,0.40,26.47
0,0,0,0,3,2,0,0,1340,0.50,26.68
0,2,3,0,0,0,0,0,1350,0.40,26.64
2,0,0,0,0,3,0,0,1548,0.50,26.66
0,0,0,0,2,3,0,0,165,0.60,26.52
0,2,0,3,0,0,0,0,1739,0.50,26.70
2,0,0,0,3,0,0,0,1778,0.50,26.84
2,0,0,0,0,3,0,0,1819,0.60,26.86
2,0,0,0,0,0,3,0,1921,0.40,26.91
0,0,3,2,0,0,0,0,2148,0.40,26.62
3,0,0,0,0,0,2,0,2151,0.40,27.11
0,0,0,2,3,0,0,0,2338,0.40,27.00
0,0,0,3,2,0,0,0,2349,0.50,26.99
0,0,0,2,3,0,0,0,2506,0.40,26.82
0,0,0,3,0,0,0,2,2612,0.40,27.02
0,2,0,0,3,0,0,0,2831,0.40,27.16
2,0,0,3,0,0,0,0,2914,0.60,27.20
0,2,0,0,0,3,0,0,3117,0.60,27.10
0,0,0,0,2,0,3,0,3222,0.60,27.38
0,0,0,0,0,2,3,0,3269,0.50,27.06
0,0,0,0,0,3,2,0,3277,0.40,27.32
0,0,0,0,0,2,3,0,346,0.50,26.64
0,0,3,0,2,0,0,0,3500,0.50,27.37
3,0,0,0,2,0,0,0,3588,0.60,27.24
0,2,3,0,0,0,0,0,3828,0.50,27.26
0,0,0,0,0,3,0,2,3840,0.50,27.28
0,2,0,0,0,0,0,3,3893,0.40,27.57
0,0,0,3,0,2,0,0,3974,0.60,27.18
0,0,0,2,0,3,0,0,540,0.60,26.53
0,0,0,0,0,2,0,3,603,0.60,26.73
3,0,0,0,2,0,0,0,708,0.50,26.45
0,3,2,0,0,0,0,0,834,0.50,26.56
0,0,0,2,3,0,0,0,870,0.60,26.61
2,0,0,0,0,0,0,2,1108,0.60,26.69
2,0,0,2,0,0,0,0,1313,0.50,26.48
0,2,2,0,0,0,0,0,1548,0.40,26.45
0,0,2,0,0,0,0,2,1668,0.60,26.95
0,0,0,0,2,0,0,2,1689,0.40,26.75
0,2,2,0,0,0,0,0,1763,0.50,26.66
0,0,2,0,0,2,0,0,180,0.40,26.29
0,0,0,2,2,0,0,0,1850,0.60,26.68
2,2,0,0,0,0,0,0,2125,0.40,26.68
2,0,0,0,0,2,0,0,2721,0.60,26.78
0,2,0,0,0,0,2,0,3039,0.50,27.06
0,0,2,2,0,0,0,0,312,0.60,26.50
0,0,0,0,0,2,2,0,3186,0.60,26.98
2,2,0,0,0,0,0,0,3324,0.40,27.21
0,2,0,0,0,0,2,0,3448,0.50,27.02
2,2,0,0,0,0,0,0,3469,0.30,27.12
0,2,2,0,0,0,0,0,3554,0.50,27.21
0,0,0,0,0,0,2,2,3688,0.50,27.30
0,0,2,0,0,2,0,0,3718,0.50,27.20
0,0,0,0,0,0,2,2,3860,0.60,27.26
0,2,0,0,0,0,2,0,4008,0.50,27.24
0,0,0,0,0,2,0,2,4074,0.60,27.19
0,0,0,2,2,0,0,0,544,0.60,26.72
0,0,0,2,2,0,0,0,557,0.50,26.58
0,0,2,0,2,0,0,0,57,0.50,26.36
0,2,0,0,0,2,0,0,610,0.40,26.55
0,0,0,0,2,0,0,2,78,0.60,26.57
0,0,2,0,0,0,0,2,948,0.60,26.83
2,0,0,0,0,0,2,0,96,0.50,26.08
2,0,2,0,0,0,0,0,974,0.40,26.50
0,0,3,0,0,1,0,0,1051,0.50,26.60
3,0,0,0,0,1,0,0,1230,0.50,26.56
0,0,0,0,0,0,1,3,1253,0.50,26.79
0,0,0,0,0,3,0,1,1261,0.40,26.79
0,1,0,0,0,0,3,0,1274,0.50,26.59
0,0,0,1,0,0,0,3,1420,0.60,26.62
0,0,1,3,0,0,0,0,1511,0.50,26.72
0,0,1,0,0,3,0,0,1630,0.50,26.77
3,0,0,0,0,1,0,0,1889,0.60,27.08
0,3,0,0,0,0,0,1,1897,0.60,26.71
0,0,1,0,0,0,0,3,197,0.60,26.50
3,0,1,0,0,0,0,0,2007,0.50,26.70
0,0,1,0,0,3,0,0,2064,0.40,26.82
3,0,0,0,0,0,0,1,2085,0.50,26.78
0,0,3,0,0,0,1,0,2128,0.40,27.16
1,0,3,0,0,0,0,0,2181,0.30,26.93
3,0,0,1,0,0,0,0,2229,0.50,26.84
3,0,1,0,0,0,0,0,2243,0.40,26.85
1,3,0,0,0,0,0,0,2260,0.50,27.00
1,0,0,0,0,0,3,0,2375,0.50,27.14
0,0,3,0,1,0,0,0,2502,0.50,26.99
0,0,3,0,0,0,1,0,2703,0.50,27.18
3,0,0,0,0,0,1,0,2715,0.50,26.92
0,0,1,3,0,0,0,0,2790,0.60,26.98
0,0,3,0,0,0,0,1,2816,0.50,26.99
0,1,0,0,3,0,0,0,2936,0.50,27.03
0,3,0,1,0,0,0,0,3069,0.50,27.12
0,0,1,0,0,3,0,0,3088,0.60,27.13
1,0,0,0,0,3,0,0,3129,0.60,27.24
0,1,0,0,0,0,3,0,3166,0.50,27.08
0,0,1,0,0,0,0,3,3244,0.50,27.07
0,0,0,0,3,0,1,0,3349,0.50,27.12
0,0,0,1,0,3,0,0,3414,0.60,27.33
0,0,0,3,0,0,1,0,3450,0.60,27.44
3,0,0,0,0,0,1,0,3505,0.50,27.12
1,0,0,3,0,0,0,0,3563,0.50,27.17
0,0,0,1,0,0,0,3,3637,0.40,27.31
3,0,0,0,0,0,0,1,3646,0.60,27.38
0,0,0,0,0,3,1,0,3727,0.40,27.20
0,0,0,0,0,1,3,0,3746,0.50,27.53
1,0,0,0,3,0,0,0,3810,0.50,27.34
0,0,0,0,0,3,1,0,3955,0.50,27.10
0,0,0,0,0,0,1,3,4000,0.50,27.23
0,1,3,0,0,0,0,0,4025,0.60,27.28
0,0,0,0,1,0,3,0,4029,0.70,27.23
0,0,0,3,1,0,0,0,406,0.50,26.41
0,1,3,0,0,0,0,0,410,0.50,26.50
0,3,1,0,0,0,0,0,533,0.40,26.66
0,0,0,0,1,3,0,0,777,0.40,26.65
0,1,0,3,0,0,0,0,826,0.60,26.40
3,0,0,1,0,0,0,0,876,0.40,26.79
0,0,0,0,0,1,0,3,968,0.50,26.43
0,1,0,0,0,0,0,2,108,0.50,26.42
0,0,0,0,2,0,1,0,1130,0.50,26.77
1,0,0,0,0,0,2,0,1139,0.60,26.62
0,0,1,2,0,0,0,0,1141,0.60,26.68
0,0,0,0,1,0,0,2,1201,0.50,26.69
1,0,0,0,0,0,2,0,1233,0.40,26.72
0,0,0,1,0,0,0,2,1258,0.60,26.70
0,0,0,0,2,1,0,0,1290,0.60,26.46
2,0,0,0,0,0,0,1,1379,0.49,26.75
0,0,1,0,0,0,2,0,1416,0.40,26.52
2,0,0,0,0,0,0,1,141,0.60,26.11
0,0,0,2,0,0,1,0,1436,0.50,27.02
0,0,0,0,0,2,1,0,1621,0.50,26.89
1,0,0,0,0,0,0,2,1698,0.40,26.77
0,0,1,0,2,0,0,0,1715,0.50,26.84
0,0,0,0,0,2,1,0,191,0.50,26.37
0,2,1,0,0,0,0,0,2001,0.50,26.80
0,0,0,2,1,0,0,0,2062,0.60,26.86
0,0,0,0,0,0,2,1,2216,0.50,26.95
0,0,0,2,0,0,0,1,2221,0.50,26.89
0,0,1,0,0,0,2,0,2349,0.40,27.06
0,0,0,0,0,0,2,1,2420,0.50,27.00
0,0,0,1,0,0,0,2,2477,0.70,26.93
0,0,0,2,0,1,0,0,2528,0.50,27.07
0,2,0,1,0,0,0,0,2651,0.40,26.90
0,0,2,0,0,0,0,1,2658,0.50,27.14
0,0,1,0,2,0,0,0,2699,0.50,27.21
0,1,2,0,0,0,0,0,2709,0.50,27.13
0,0,0,2,0,0,1,0,2748,0.50,27.21
1,0,0,0,2,0,0,0,277,0.40,26.29
0,0,1,0,0,0,2,0,2900,0.60,27.34
2,0,0,1,0,0,0,0,294,0.50,26.54
1,0,0,0,0,0,0,2,2981,0.40,26.87
0,0,0,0,1,2,0,0,3014,0.50,26.99
2,0,0,0,0,0,0,1,3094,0.70,27.20
0,0,1,2,0,0,0,0,3237,0.50,27.13
0,0,0,0,0,2,0,1,328,0.50,26.31
1,0,0,0,0,2,0,0,3291,0.60,27.14
0,0,0,0,1,0,0,2,3339,0.40,27.35
0,0,0,1,2,0,0,0,3402,0.50,27.16
0,2,1,0,0,0,0,0,3449,0.30,27.31
0,2,0,0,0,0,0,1,3500,0.30,27.21
2,0,0,0,0,0,1,0,353,0.60,26.19
1,0,0,0,0,2,0,0,3565,0.50,27.42
0,2,0,0,0,0,0,1,3595,0.50,26.98
0,0,0,2,0,1,0,0,3624,0.40,27.23
0,0,1,0,0,0,2,0,3960,0.60,27.36
0,0,0,0,1,0,0,2,3982,0.50,27.22
1,2,0,0,0,0,0,0,404,0.50,26.60
1,0,0,0,0,0,0,2,813,0.50,26.39
0,0,0,0,0,3,0,0,102,0.60,26.27
3,0,0,0,0,0,0,0,1051,0.50,26.44
0,0,0,0,0,3,0,0,1153,0.50,26.78
0,0,0,0,0,3,0,0,1174,0.60,26.80
3,0,0,0,0,0,0,0,1473,0.40,26.66
0,0,0,0,3,0,0,0,1971,0.70,26.94
0,0,0,0,0,0,3,0,2026,0.50,26.77
0,3,0,0,0,0,0,0,2096,0.50,26.77
0,0,3,0,0,0,0,0,2152,0.60,26.78
0,0,0,0,0,0,3,0,2267,0.40,26.80
3,0,0,0,0,0,0,0,2270,0.50,27.10
0,0,0,0,3,0,0,0,2425,0.50,26.94
3,0,0,0,0,0,0,0,242,0.50,26.61
0,0,0,0,0,0,3,0,2495,0.60,26.73
0,0,0,0,0,3,0,0,2516,0.50,27.05
0,0,0,0,0,3,0,0,262,0.60,26.30
0,3,0,0,0,0,0,0,2707,0.30,27.27
0,0,0,3,0,0,0,0,2848,0.50,27.21
0,3,0,0,0,0,0,0,2968,0.50,27.23
0,0,3,0,0,0,0,0,3098,0.50,27.23
0,0,0,0,0,0,3,0,3138,0.60,27.31
0,0,0,0,0,0,3,0,3498,0.50,27.32
0,0,0,3,0,0,0,0,3528,0.50,27.19
3,0,0,0,0,0,0,0,3651,0.60,27.11
0,0,0,0,0,0,0,3,3887,0.50,27.07
0,0,3,0,0,0,0,0,4006,0.50,27.40
0,3,0,0,0,0,0,0,4030,0.40,27.35
0,0,3,0,0,0,0,0,4086,0.40,27.55
0,0,3,0,0,0,0,0,480,0.50,26.48
0,0,3,0,0,0,0,0,489,0.60,26.54
0,0,0,0,0,0,3,0,551,0.50,26.62
0,0,0,0,0,0,3,0,574,0.50,26.22
0,0,3,0,0,0,0,0,576,0.70,26.51
0,0,0,0,0,0,0,3,634,0.50,26.61
0,0,0,0,3,0,0,0,799,0.40,26.41
3,0,0,0,0,0,0,0,918,0.50,26.67
2,0,0,0,0,0,0,0,1064,0.40,26.79
2,0,0,0,0,0,0,0,1087,0.50,26.69
0,0,0,0,0,0,2,0,1097,0.50,26.79
0,0,0,2,0,0,0,0,1119,0.40,26.53
0,0,0,0,0,0,2,0,1125,0.50,26.59
0,0,2,0,0,0,0,0,115,0.50,26.30
0,0,0,0,0,0,0,2,1471,0.50,26.74
0,0,0,2,0,0,0,0,1657,0.50,26.86
0,0,0,2,0,0,0,0,1699,0.30,26.94
0,0,0,0,0,0,0,2,17,0.40,26.37
0,0,0,0,0,0,2,0,1864,0.40,26.78
0,0,0,2,0,0,0,0,2071,0.50,26.67
0,0,0,0,0,0,0,2,211,0.50,26.36
0,0,0,2,0,0,0,0,2321,0.50,27.08
2,0,0,0,0,0,0,0,2409,0.60,26.79
0,0,0,0,0,0,0,2,2458,0.40,27.02
0,0,0,0,2,0,0,0,2667,0.50,26.85
0,0,0,2,0,0,0,0,2686,0.40,26.97
0,0,0,0,2,0,0,0,2697,0.60,26.99
0,0,0,2,0,0,0,0,2837,0.50,27.01
2,0,0,0,0,0,0,0,2861,0.50,27.01
2,0,0,0,0,0,0,0,2927,0.50,26.99
0,0,0,0,2,0,0,0,3000,0.50,26.94
0,0,0,2,0,0,0,0,3044,0.50,26.82
0,0,0,0,2,0,0,0,3225,0.50,27.25
0,0,0,2,0,0,0,0,3274,0.40,27.00
0,0,0,0,0,0,2,0,3383,0.40,27.19
0,0,0,2,0,0,0,0,3520,0.50,27.10
0,0,0,0,0,0,0,2,3556,0.50,27.09
0,0,0,0,0,0,2,0,378,0.40,26.57
0,0,2,0,0,0,0,0,3917,0.40,27.14
0,0,0,0,2,0,0,0,3927,0.60,27.20
0,0,0,0,0,0,0,2,3958,0.50,27.27
0,0,0,0,2,0,0,0,4018,0.50,27.02
0,0,0,0,0,0,0,2,467,0.50,26.56
0,0,0,0,0,0,0,2,474,0.60,26.42
0,2,0,0,0,0,0,0,493,0.60,26.36
0,0,0,0,0,0,2,0,633,0.50,26.47
0,0,0,0,0,2,0,0,694,0.50,26.54
0,0,0,0,0,0,0,2,806,0.50,26.52
0,0,0,0,0,0,2,0,863,0.50,26.57
0,0,0,0,0,0,0,2,869,0.60,26.57
0,0,0,0,0,2,0,0,896,0.50,26.48
0,0,0,0,1,0,0,0,1258,0.50,26.60
0,0,1,0,0,0,0,0,1359,0.50,26.40
0,0,0,0,0,0,1,0,1413,0.50,26.71
0,1,0,0,0,0,0,0,1455,0.50,26.64
0,0,0,0,1,0,0,0,1506,0.50,26.60
0,0,0,0,0,0,0,1,1579,0.50,26.66
0,0,0,1,0,0,0,0,1787,0.50,26.84
0,0,1,0,0,0,0,0,1836,0.60,26.49
0,0,1,0,0,0,0,0,197,0.50,26.29
0,1,0,0,0,0,0,0,2013,0.50,26.79
0,0,0,0,0,0,1,0,2061,0.50,26.61
0,0,0,0,0,0,1,0,216,0.40,26.48
0,0,1,0,0,0,0,0,2263,0.50,26.96
0,0,1,0,0,0,0,0,2384,0.40,26.73
0,0,0,0,1,0,0,0,2474,0.60,26.93
1,0,0,0,0,0,0,0,2638,0.50,26.85
0,0,1,0,0,0,0,0,2689,0.50,26.86
1,0,0,0,0,0,0,0,3223,0.50,26.77
0,0,0,0,0,0,1,0,3244,0.50,26.71
0,0,0,0,0,0,0,1,3387,0.50,26.62
0,0,0,0,0,0,1,0,3440,0.40,26.87
1,0,0,0,0,0,0,0,3609,0.50,26.84
0,0,0,0,0,0,1,0,3644,0.60,27.04
0,0,0,0,1,0,0,0,3687,0.40,26.96
0,1,0,0,0,0,0,0,3804,0.70,26.50
0,0,1,0,0,0,0,0,3906,0.50,27.12
0,1,0,0,0,0,0,0,489,0.50,26.55
0,0,0,0,0,0,1,0,640,0.60,26.48
0,0,0,1,0,0,0,0,689,0.50,26.37
0,0,0,0,0,0,1,0,758,0.60,26.60
0,0,0,0,0,0,1,0,815,0.50,26.52
0,0,1,0,0,0,0,0,995,0.40,26.57
0,0,0,0,0,0,0,0,1062,0.50,26.30
0,0,0,0,0,0,0,0,11,0.50,26.51
0,0,0,0,0,0,0,0,1203,0.40,26.45
0,0,0,0,0,0,0,0,1255,0.50,26.53
0,0,0,0,0,0,0,0,126,0.60,26.40
0,0,0,0,0,0,0,0,1271,0.50,26.51
0,0,0,0,0,0,0,0,1367,0.60,26.44
0,0,0,0,0,0,0,0,1502,0.90,26.74
0,0,0,0,0,0,0,0,1597,0.50,26.80
0,0,0,0,0,0,0,0,1672,0.50,26.78
0,0,0,0,0,0,0,0,1722,0.50,26.74
0,0,0,0,0,0,0,0,1774,0.60,26.78
0,0,0,0,0,0,0,0,1780,0.50,26.77
0,0,0,0,0,0,0,0,1838,0.50,26.71
0,0,0,0,0,0,0,0,2137,0.50,26.92
0,0,0,0,0,0,0,0,2142,0.60,26.40
0,0,0,0,0,0,0,0,2401,0.80,26.47
0,0,0,0,0,0,0,0,243,0.50,26.22
0,0,0,0,0,0,0,0,2596,0.50,26.75
0,0,0,0,0,0,0,0,2689,0.50,26.80
0,0,0,0,0,0,0,0,3062,0.50,26.64
0,0,0,0,0,0,0,0,3171,0.50,26.93
0,0,0,0,0,0,0,0,3324,0.50,26.98
0,0,0,0,0,0,0,0,3371,0.50,26.84
0,0,0,0,0,0,0,0,3374,0.40,26.96
0,0,0,0,0,0,0,0,3392,0.50,26.86
0,0,0,0,0,0,0,0,3445,0.60,26.85
0,0,0,0,0,0,0,0,3467,0.50,26.97
0,0,0,0,0,0,0,0,3516,0.40,27.04
0,0,0,0,0,0,0,0,3526,0.50,26.78
0,0,0,0,0,0,0,0,3531,0.60,26.92
0,0,0,0,0,0,0,0,3555,0.50,27.07
0,0,0,0,0,0,0,0,3641,0.40,27.14
0,0,0,0,0,0,0,0,3648,0.50,26.79
0,0,0,0,0,0,0,0,3740,0.60,27.06
0,0,0,0,0,0,0,0,3871,0.40,26.80
0,0,0,0,0,0,0,0,393,0.40,26.44
0,0,0,0,0,0,0,0,3959,0.50,26.78
0,0,0,0,0,0,0,0,3983,0.60,26.95
0,0,0,0,0,0,0,0,402,0.50,26.47
0,0,0,0,0,0,0,0,4067,0.50,27.04
0,0,0,0,0,0,0,0,4093,0.40,26.99
0,0,0,0,0,0,0,0,52,0.70,26.44
0,0,0,0,0,0,0,0,635,0.40,26.57
0,0,0,0,0,0,0,0,708,0.60,26.20
0,0,0,0,0,0,0,0,767,0.50,26.32
0,0,0,0,0,0,0,0,778,0.40,26.43
0,0,0,0,0,0,0,0,972,0.60,26.40
