total_len,protocol,flags,ttl,src_port,dst_port,tcp_flags_2,tcp_flags_1,size,cpu,memory
0,0,2,2,2,1,3,2,3723,0.50,27.43
2,2,1,2,3,0,2,0,3857,0.50,27.15
0,0,1,2,2,3,2,2,3875,0.40,27.30
0,2,2,0,2,3,2,1,3991,0.60,27.53
0,3,2,1,2,0,2,2,41,0.50,26.34
0,1,2,2,2,3,0,2,441,0.40,26.67
2,2,0,0,2,3,1,2,46,0.50,26.24
2,0,0,1,2,3,2,2,536,0.50,26.59
0,3,2,0,2,2,2,1,687,0.40,26.43
2,2,2,0,0,3,2,1,845,0.40,26.75
1,0,2,2,2,0,2,2,1113,0.50,26.79
2,0,1,2,2,0,2,2,1208,0.40,26.73
0,0,2,2,2,1,2,2,1214,0.50,26.89
0,2,2,2,2,2,1,0,1364,0.40,26.54
2,2,2,2,2,1,0,0,1472,0.40,26.69
0,2,0,2,2,2,1,2,1575,0.50,26.39
2,2,2,0,2,1,2,0,167,0.40,26.49
0,0,1,2,2,2,2,2,1766,0.60,26.75
0,1,2,0,2,2,2,2,182,0.50,26.50
2,0,2,2,2,2,0,1,183,0.50,26.41
0,2,2,0,2,2,2,1,1896,0.50,26.96
1,0,2,2,0,2,2,2,1961,0.40,27.08
2,0,2,1,2,2,2,0,2168,0.50,26.85
2,2,0,1,2,2,2,0,2269,0.50,26.96
0,2,2,2,0,2,1,2,2276,0.50,27.04
2,2,2,0,0,1,2,2,2314,0.50,27.14
2,2,0,2,1,2,0,2,2389,0.60,26.97
0,2,2,1,2,0,2,2,2399,0.80,26.90
0,2,0,2,1,2,2,2,2418,0.50,27.02
2,2,2,1,2,0,0,2,2493,0.50,26.91
2,2,2,2,0,1,2,0,254,0.50,26.52
0,1,2,0,2,2,2,2,2612,0.50,26.89
1,2,0,0,2,2,2,2,2667,0.50,27.19
0,2,2,1,2,0,2,2,2709,0.50,26.78
2,0,2,2,0,1,2,2,2792,0.40,26.97
2,0,1,2,2,0,2,2,2816,0.50,27.02
2,2,2,0,0,2,1,2,2827,0.50,27.06
0,2,1,2,2,2,0,2,283,0.60,26.43
2,0,2,2,1,0,2,2,2943,0.60,27.13
1,2,2,0,2,2,2,0,2960,0.50,26.95
2,0,2,2,1,0,2,2,2967,0.50,27.01
0,2,0,1,2,2,2,2,3109,0.40,26.87
2,2,0,2,0,1,2,2,3140,0.60,26.95
0,2,0,2,2,1,2,2,3161,0.50,26.91
2,2,2,1,2,0,2,0,3170,0.40,27.28
1,0,2,0,2,2,2,2,3220,0.50,27.17
2,2,0,0,2,2,1,2,3310,0.60,27.01
2,2,1,2,0,2,0,2,3393,0.60,27.23
1,0,2,2,2,2,0,2,3472,0.50,26.86
0,2,2,1,2,2,0,2,347,0.50,26.37
2,2,2,0,2,1,0,2,3741,0.60,27.26
0,2,0,2,1,2,2,2,3882,0.50,27.47
1,0,2,2,2,2,2,0,4093,0.50,27.50
2,2,0,2,2,0,2,1,566,0.40,26.47
0,2,2,1,2,0,2,2,730,0.40,26.77
0,2,2,2,2,2,1,0,82,0.40,26.35
2,2,0,0,2,2,1,2,838,0.50,26.50
0,2,3,0,2,3,0,3,1040,0.60,26.62
2,2,0,3,0,0,3,3,1053,0.50,26.59
0,3,2,2,3,0,3,0,1128,0.50,26.80
3,3,0,3,0,0,2,2,1182,0.50,26.62
3,2,3,2,0,3,0,0,1239,0.50,26.65
3,2,0,0,0,2,3,3,1263,0.50,26.73
0,0,3,2,2,3,0,3,1347,0.50,26.41
2,0,2,3,0,3,3,0,1481,0.50,26.39
0,0,3,0,3,3,2,2,1545,0.50,26.65
3,0,2,3,2,0,0,3,1636,0.50,26.75
3,2,3,2,0,0,3,0,1735,0.50,26.81
3,2,0,0,3,3,2,0,1813,0.50,26.86
0,0,3,2,2,3,3,0,211,0.30,26.54
0,0,3,0,2,3,2,3,2200,0.40,26.96
3,3,3,2,0,0,0,2,2220,0.40,26.85
3,2,0,2,0,3,0,3,2257,0.60,26.84
0,2,3,3,2,0,0,3,2258,0.40,27.04
3,0,0,2,3,2,0,3,2260,0.60,26.96
2,3,3,0,2,3,0,0,2317,0.50,27.00
3,0,0,2,3,3,2,0,2498,0.60,27.04
2,3,2,0,0,3,3,0,2620,0.59,26.81
0,0,2,3,0,3,3,2,2641,0.50,27.13
3,0,0,2,2,0,3,3,2730,0.50,26.95
0,0,3,3,3,0,2,2,2911,0.50,27.01
0,0,3,2,0,3,2,3,2928,0.50,27.12
2,0,3,3,0,0,2,3,321,0.50,26.43
0,3,0,2,3,2,3,0,3259,0.60,27.16
2,0,0,3,2,3,3,0,3393,0.50,27.20
3,3,0,2,0,2,0,3,3526,0.60,27.45
0,0,2,2,0,3,3,3,3587,0.60,27.12
0,0,2,3,2,0,3,3,3680,0.60,27.01
2,3,3,0,3,2,0,0,368,0.60,26.46
2,3,3,0,3,2,0,0,3781,0.50,27.46
0,3,3,3,0,2,0,2,3916,0.50,27.43
0,3,2,0,3,2,3,0,3943,0.50,27.40
0,0,2,3,3,2,0,3,4018,0.50,27.46
2,3,0,2,0,0,3,3,439,0.60,26.56
3,2,0,3,0,2,3,0,549,0.60,26.67
2,2,3,3,0,0,0,3,599,0.50,26.64
2,2,3,0,0,3,3,0,627,0.50,26.50
3,2,0,3,2,3,0,0,672,0.50,26.48
0,0,2,3,3,2,3,0,722,0.40,26.66
3,0,3,0,2,3,2,0,75,0.40,26.31
0,2,0,3,3,3,2,0,784,0.40,26.46
0,3,0,3,0,2,2,3,87,0.50,26.51
3,2,0,3,2,0,0,3,956,0.50,26.56
3,0,2,0,3,3,0,2,990,0.50,26.55
2,2,3,0,2,3,0,0,1048,0.50,26.72
0,3,2,0,2,3,2,0,1057,0.60,26.43
3,0,0,0,2,2,2,3,1066,0.50,26.77
2,3,0,3,2,2,0,0,1152,0.60,26.56
0,0,2,3,2,0,3,2,1164,0.40,26.80
3,3,2,2,0,0,0,2,1262,0.40,26.57
3,0,0,0,3,2,2,2,133,0.50,26.38
2,2,3,0,0,2,0,3,1400,0.50,26.94
3,3,2,2,0,2,0,0,1523,0.60,26.94
3,0,0,3,2,2,0,2,1561,0.50,26.81
2,0,2,2,3,3,0,0,1595,0.40,26.72
0,0,2,2,2,3,3,0,166,0.60,26.54
2,0,2,0,2,0,3,3,1674,0.50,26.87
2,3,0,0,2,3,2,0,1710,0.60,26.57
2,0,0,0,2,2,3,3,1982,0.60,27.05
3,0,0,2,2,0,3,2,1999,0.50,26.72
3,3,0,2,2,0,0,2,2061,0.70,27.01
0,0,2,2,3,3,2,0,2151,0.50,27.07
3,0,0,3,2,0,2,2,2207,0.50,27.00
3,2,2,2,0,3,0,0,2223,0.50,26.84
3,0,3,2,0,2,2,0,2296,0.40,26.99
3,0,2,2,0,3,2,0,232,0.50,26.57
3,0,3,2,0,0,2,2,238,0.40,26.44
3,0,2,3,0,2,0,2,2441,0.50,27.02
0,2,2,3,0,3,2,0,264,0.60,26.62
0,2,0,0,3,2,3,2,2905,0.40,27.22
3,2,2,0,0,3,2,0,2993,0.50,27.12
2,2,0,3,2,3,0,0,3027,0.50,27.08
2,3,0,0,2,2,0,3,3071,0.60,26.89
2,2,3,3,0,2,0,0,3155,0.50,27.25
0,2,0,3,2,0,3,2,3171,0.50,27.01
2,3,0,3,0,0,2,2,3246,0.50,27.14
2,2,0,2,0,0,3,3,3393,0.60,27.21
2,0,3,3,0,0,2,2,3399,0.40,26.96
0,0,2,3,3,0,2,2,3424,0.50,27.03
0,0,0,2,3,2,2,3,3444,0.50,27.12
0,2,0,0,3,2,3,2,3446,0.50,27.27
2,2,0,2,3,3,0,0,3452,0.60,27.42
3,2,2,2,3,0,0,0,3568,0.40,27.41
0,0,2,0,3,3,2,2,3665,0.60,27.18
2,3,3,0,0,0,2,2,37,0.50,26.50
3,3,0,2,2,0,2,0,3879,0.40,27.37
0,2,3,2,3,0,0,2,3950,0.40,27.56
0,2,2,3,0,2,0,3,397,0.60,26.44
2,3,0,2,0,0,3,2,428,0.50,26.35
0,0,2,3,2,2,0,3,47,0.40,26.53
2,0,3,3,2,0,2,0,503,0.50,26.61
2,3,0,0,2,2,0,3,533,0.60,26.85
2,2,0,0,0,3,3,2,567,0.60,26.35
3,3,2,2,0,2,0,0,652,0.60,26.68
3,2,2,0,0,0,3,2,932,0.60,26.50
0,3,0,2,2,0,2,2,1007,0.50,26.46
0,0,2,2,2,0,2,3,122,0.60,26.39
3,0,2,2,2,0,0,2,123,0.60,26.50
0,0,3,0,2,2,2,2,1279,0.50,26.72
2,0,2,3,2,0,2,0,1339,0.50,26.64
0,2,0,0,2,2,3,2,1647,0.50,27.09
0,2,3,2,2,0,2,0,1710,0.50,26.89
2,2,2,0,2,3,0,0,1803,0.50,26.86
2,0,3,0,2,0,2,2,1835,0.60,26.71
0,2,2,2,3,0,2,0,1894,0.50,26.90
2,3,0,2,0,2,2,0,1964,0.60,26.93
0,2,2,2,0,2,3,0,2229,0.60,26.87
2,0,2,2,0,2,3,0,2245,0.50,27.16
2,2,2,0,3,2,0,0,2261,0.50,26.82
2,0,0,2,2,2,0,3,2314,0.60,26.81
2,0,0,2,0,2,3,2,2510,0.50,26.74
2,0,0,2,3,2,0,2,2626,0.50,27.04
2,0,0,2,0,2,3,2,2785,0.40,26.91
2,2,3,0,0,2,2,0,2796,0.60,27.01
3,0,2,2,0,2,2,0,2809,0.60,26.91
3,2,0,0,2,2,2,0,281,0.50,26.53
2,2,0,3,0,0,2,2,2866,0.60,26.86
0,0,2,0,2,3,2,2,2913,0.40,27.17
0,2,0,3,2,2,2,0,3062,0.40,26.94
2,0,2,0,2,2,3,0,3426,0.50,27.06
0,2,3,2,2,0,0,2,3451,0.60,27.38
3,2,0,2,0,2,2,0,3501,0.40,27.46
0,2,2,3,2,2,0,0,357,0.50,26.30
0,3,2,2,2,2,0,0,3604,0.50,27.38
2,3,2,0,0,2,2,0,3631,0.50,27.31
2,2,2,0,3,0,0,2,3663,0.40,27.68
2,0,2,0,0,3,2,2,3858,0.60,27.21
2,3,0,2,0,2,2,0,4042,0.40,27.51
2,0,2,0,3,2,0,2,4074,0.50,27.45
2,2,2,0,3,0,2,0,418,0.50,26.36
0,2,0,2,0,3,2,2,441,0.50,26.51
2,3,2,0,2,0,0,2,613,0.40,26.59
2,0,3,2,2,2,0,0,672,0.60,26.54
0,2,0,2,2,3,2,0,78,0.60,26.41
2,3,2,2,0,2,0,0,819,0.40,26.84
0,0,3,2,2,0,2,2,878,0.50,26.45
2,0,0,2,3,0,2,2,951,0.60,26.82
2,2,2,0,2,0,2,0,1072,0.50,26.96
2,0,2,0,2,2,2,0,1163,0.40,26.49
2,2,0,0,2,2,2,0,1181,0.50,26.59
2,2,0,2,0,2,2,0,1351,0.50,26.64
2,2,0,0,0,2,2,2,1631,0.70,26.74
2,0,2,2,2,0,2,0,1690,0.50,26.88
0,2,2,2,0,2,0,2,1729,0.40,26.86
0,2,2,0,2,2,2,0,1800,0.50,26.52
2,0,2,0,2,2,2,0,1858,0.60,27.00
2,0,0,0,2,2,2,2,2002,0.40,26.86
2,2,2,0,0,2,0,2,2087,0.50,26.77
2,2,2,0,2,2,0,0,2199,0.50,26.81
2,2,0,2,2,0,0,2,2378,0.70,26.86
2,0,0,2,0,2,2,2,2380,0.50,26.81
0,2,0,0,2,2,2,2,2604,0.50,26.88
0,2,2,2,0,2,0,2,2611,0.60,26.86
2,0,2,2,0,2,0,2,2793,0.60,26.73
0,0,2,2,2,2,0,2,2840,0.50,26.95
0,2,2,2,0,2,2,0,3457,0.50,27.18
2,2,0,2,0,2,2,0,34,0.50,26.25
0,2,2,2,0,2,2,0,3593,0.60,27.18
2,0,2,2,0,2,2,0,3606,0.60,27.06
0,0,2,2,2,2,2,0,3680,0.50,27.23
2,0,2,2,2,0,2,0,3732,0.60,27.35
0,0,0,2,2,2,2,2,3773,0.40,26.95
2,2,0,2,2,0,2,0,3801,0.50,27.21
0,2,0,2,0,2,2,2,393,0.50,26.62
2,0,2,0,2,2,2,0,439,0.40,26.32
2,2,2,2,0,0,2,0,496,0.60,26.18
0,0,2,2,2,2,2,0,597,0.50,26.58
2,2,0,2,0,2,2,0,775,0.60,26.66
0,2,2,2,0,2,2,0,871,0.50,26.57
2,0,2,2,2,0,0,2,973,0.50,26.38
0,1,0,3,3,3,0,2,102,0.50,26.22
0,1,3,0,2,3,3,0,104,0.50,26.41
3,0,2,3,1,0,0,3,1087,0.40,26.77
0,1,3,2,3,0,3,0,1227,0.40,26.84
3,2,1,0,3,3,0,0,1231,0.50,26.58
3,2,0,0,0,1,3,3,1286,0.40,26.91
0,0,1,3,3,0,3,2,1355,0.50,27.02
2,1,3,0,0,3,3,0,139,0.60,26.31
0,0,0,3,2,3,3,1,1590,0.50,27.05
3,0,0,3,0,1,3,2,1686,0.50,26.87
2,0,3,3,1,0,3,0,1695,0.40,26.89
0,3,0,3,2,1,0,3,1707,0.40,26.67
0,3,0,3,0,3,2,1,1726,0.50,27.00
3,3,0,0,2,0,3,1,174,0.40,26.43
0,3,1,0,0,2,3,3,1839,0.40,26.67
0,0,2,0,3,3,3,1,1871,0.60,26.66
0,2,1,3,0,3,3,0,1899,0.40,26.48
1,3,3,0,3,0,2,0,190,0.50,26.09
3,0,1,3,0,3,2,0,1993,0.50,27.02
1,3,2,0,0,3,0,3,212,0.50,26.39
0,3,3,2,3,0,0,1,2251,0.50,26.97
0,2,0,1,3,3,3,0,2261,0.60,26.79
1,3,0,0,3,0,2,3,2271,0.40,26.76
3,0,0,2,1,0,3,3,2276,0.40,26.97
0,3,3,0,2,0,1,3,2285,0.60,26.94
0,0,3,2,1,0,3,3,2325,0.60,26.91
3,0,0,1,2,0,3,3,2347,0.50,26.96
0,0,3,0,3,2,1,3,2364,0.60,26.76
3,3,0,2,3,0,1,0,2418,0.40,27.05
0,2,3,0,3,3,1,0,2440,0.40,27.19
2,3,1,0,3,0,0,3,255,0.50,26.59
2,3,1,3,3,0,0,0,2614,0.40,27.10
3,0,0,3,2,0,1,3,2662,0.60,26.90
3,0,3,0,2,3,1,0,2670,0.50,26.87
3,1,0,2,3,3,0,0,2837,0.40,27.01
3,3,0,0,1,3,0,2,283,0.70,26.43
3,0,3,0,2,0,1,3,2843,0.50,26.89
0,1,3,3,0,3,2,0,2993,0.50,27.02
0,3,0,3,3,0,2,1,3100,0.40,26.89
3,3,0,0,3,1,0,2,3178,0.40,27.11
2,0,1,3,0,3,3,0,3215,0.40,27.32
0,2,3,0,1,3,0,3,3249,0.50,27.20
2,3,3,3,1,0,0,0,3280,0.50,27.30
2,3,0,0,1,3,0,3,3514,0.50,27.25
0,3,0,3,1,3,0,2,3539,0.40,27.54
0,3,0,3,3,0,2,1,3637,0.60,27.26
0,0,3,2,1,0,3,3,3639,0.50,27.27
0,1,3,3,3,0,0,2,3825,0.40,27.13
3,2,0,3,3,0,1,0,3901,0.40,27.44
1,0,3,0,3,3,0,2,3993,0.50,27.57
2,3,0,0,1,3,3,0,4020,0.50,27.29
3,0,2,0,3,1,3,0,4035,0.50,27.28
2,0,1,3,0,0,3,3,4056,0.50,27.17
0,3,1,3,3,0,0,2,500,0.50,26.49
3,0,3,3,0,0,2,1,553,0.50,26.43
2,0,0,3,0,1,3,3,590,0.60,26.88
2,0,3,0,0,3,1,3,61,0.60,26.46
3,3,0,1,0,3,2,0,620,0.60,26.62
3,0,0,2,1,3,0,3,750,0.60,26.62
0,3,2,0,3,0,3,1,830,0.50,26.45
2,0,0,3,3,0,1,3,88,0.50,26.41
2,3,0,0,1,3,0,3,958,0.50,26.45
2,3,3,0,0,1,3,0,979,0.40,26.58
0,0,3,3,2,0,1,2,1025,0.40,26.68
0,0,3,2,1,2,3,0,1035,0.40,26.71
0,3,0,2,1,0,3,2,1149,0.50,26.61
2,1,0,0,3,2,0,3,1324,0.70,26.61
2,2,1,0,0,3,3,0,1333,0.40,26.73
1,3,0,3,0,2,2,0,1413,0.50,26.84
3,0,3,1,0,2,0,2,1578,0.50,26.75
1,0,3,2,2,3,0,0,1582,0.50,26.79
2,3,0,2,0,3,1,0,1647,0.60,26.79
0,2,0,1,2,3,3,0,1715,0.50,26.89
0,1,2,3,0,3,2,0,1802,0.50,26.65
3,2,3,0,0,0,2,1,1865,0.60,26.75
0,3,0,2,2,3,1,0,18,0.60,26.46
1,3,0,2,0,3,0,2,1943,0.50,26.72
0,3,0,3,2,0,1,2,1977,0.40,26.93
0,0,0,1,2,3,3,2,2004,0.40,26.97
0,2,1,2,3,0,0,3,2044,0.50,26.94
0,1,2,0,0,3,3,2,2078,0.60,26.61
0,2,3,1,0,0,3,2,2083,0.50,26.79
0,0,2,3,0,3,1,2,2155,0.40,27.03
3,3,0,2,1,2,0,0,2327,0.50,26.94
2,0,0,3,3,2,0,1,2418,0.40,26.94
0,0,2,2,1,3,0,3,2467,0.60,26.84
2,1,3,0,2,0,0,3,2507,0.60,27.00
0,2,2,3,1,0,0,3,2514,0.50,26.84
0,3,2,1,3,0,2,0,2516,0.50,26.93
3,0,0,2,3,1,0,2,2562,0.60,27.18
3,0,2,2,1,0,3,0,2605,0.60,26.83
3,1,0,3,0,2,0,2,2766,0.50,26.80
3,2,1,0,3,0,0,2,2830,0.40,27.18
2,1,2,3,0,0,0,3,321,0.50,26.43
0,2,1,0,2,3,0,3,327,0.40,26.34
0,1,3,3,2,0,0,2,3438,0.50,27.35
2,0,3,2,0,0,1,3,349,0.50,26.58
3,3,1,0,2,0,0,2,3521,0.50,27.35
0,0,2,3,3,2,1,0,3595,0.50,27.28
3,1,0,2,0,2,0,3,3596,0.40,27.30
0,1,3,0,2,3,2,0,3743,0.40,27.21
2,0,3,0,1,0,3,2,3861,0.40,27.36
3,2,0,2,1,0,0,3,3885,0.40,27.47
0,3,1,0,2,2,0,3,4027,0.50,27.32
3,1,2,0,0,3,0,2,4045,0.60,27.24
2,2,0,3,0,3,1,0,4071,0.50,27.43
3,0,3,0,2,0,1,2,418,0.50,26.67
3,0,2,1,2,0,3,0,444,0.50,26.39
3,3,0,2,0,1,0,2,489,0.50,26.46
0,2,1,3,0,0,2,3,498,0.50,26.43
0,3,0,1,2,3,2,0,607,0.50,26.61
2,3,3,0,1,0,2,0,710,0.40,26.39
2,0,1,3,0,2,0,3,839,0.40,26.66
0,2,1,2,3,0,0,3,880,0.40,26.62
1,3,0,2,2,0,0,3,946,0.40,26.54
1,3,2,0,0,2,2,0,1080,0.50,26.74
0,0,3,1,2,0,2,2,1133,0.40,26.75
0,0,2,0,3,1,2,2,1135,0.40,26.71
2,2,0,1,3,0,0,2,1250,0.50,26.57
3,0,2,1,0,2,2,0,1395,0.60,26.48
0,3,2,0,2,0,1,2,1683,0.60,26.70
0,2,0,0,2,1,2,3,1809,0.50,26.95
2,2,1,3,0,0,0,2,1818,0.60,26.98
1,3,2,2,0,0,2,0,2130,0.50,26.83
2,0,0,0,1,2,2,3,223,0.40,26.61
0,2,2,3,0,0,1,2,2295,0.60,27.00
0,3,2,0,1,0,2,2,2303,0.50,27.07
2,0,1,0,3,2,2,0,2491,0.40,26.94
3,0,2,0,2,0,1,2,2493,0.70,27.16
0,2,2,3,0,1,0,2,2503,0.50,26.77
2,1,0,2,3,0,2,0,2604,0.40,27.13
3,0,2,2,2,0,0,1,2698,0.50,26.90
0,1,0,2,3,2,0,2,276,0.59,26.38
0,1,3,2,0,0,2,2,2885,0.60,27.06
0,1,3,0,2,0,2,2,291,0.50,26.52
2,0,0,1,2,3,2,0,3100,0.40,26.95
0,2,2,1,2,0,0,3,3286,0.40,27.17
1,2,0,0,2,3,0,2,3352,0.50,27.05
0,3,1,2,0,0,2,2,3433,0.40,27.46
0,0,3,2,1,2,2,0,3447,0.60,27.23
2,1,2,0,3,0,2,0,3453,0.50,27.31
2,1,0,2,0,2,0,3,3496,0.60,27.37
2,3,0,2,0,2,0,1,3582,0.50,27.07
2,2,1,0,2,0,3,0,3600,0.50,26.91
2,2,2,1,0,3,0,0,3664,0.40,27.16
1,2,2,3,0,0,2,0,3897,0.40,27.19
0,1,2,2,0,0,2,3,3906,0.50,27.18
3,1,2,2,0,0,0,2,400,0.50,26.32
2,0,1,3,0,2,2,0,4074,0.50,27.07
0,0,0,1,3,2,2,2,509,0.50,26.40
0,2,2,0,3,2,1,0,754,0.60,26.54
3,2,0,2,2,1,0,0,857,0.40,26.35
2,1,2,0,0,3,2,0,9,0.60,26.25
2,2,0,0,2,1,2,0,1061,0.50,26.58
0,0,1,0,2,2,2,2,1071,0.50,26.62
0,0,2,0,1,2,2,2,1371,0.40,26.59
0,2,0,2,0,2,1,2,1408,0.50,26.43
2,2,2,2,0,1,0,0,1579,0.40,26.68
2,2,2,2,1,0,0,0,1614,0.60,26.71
2,0,2,0,2,2,0,1,162,0.50,26.72
1,2,0,2,2,0,2,0,1695,0.60,26.89
1,2,0,2,0,2,0,2,1838,0.40,26.87
2,2,0,0,1,2,0,2,18,0.40,26.23
1,0,0,2,2,0,2,2,2128,0.40,26.99
0,0,2,2,0,2,2,1,2208,0.50,26.82
2,0,2,1,0,2,2,0,2299,0.50,26.77
2,2,2,0,0,0,2,1,2308,0.50,26.88
0,2,1,2,0,2,2,0,2360,0.40,26.73
2,1,0,0,0,2,2,2,2503,0.50,26.95
2,0,0,2,1,2,2,0,2580,0.40,27.14
0,2,2,0,2,2,1,0,2614,0.59,26.78
2,1,2,0,0,0,2,2,2619,0.50,27.01
2,0,0,2,0,2,1,2,307,0.40,26.37
0,2,2,2,0,0,1,2,3104,0.50,26.93
2,2,1,2,0,2,0,0,310,0.70,26.23
2,0,0,1,2,2,0,2,3140,0.60,27.33
0,0,2,2,0,2,2,1,3195,0.50,27.20
0,2,1,2,2,0,0,2,3505,0.60,27.04
1,2,0,0,2,0,2,2,3620,0.60,27.00
2,2,2,0,0,1,0,2,3661,0.60,26.98
2,2,1,0,0,0,2,2,3702,0.50,27.29
1,2,0,2,0,0,2,2,3781,0.50,27.49
2,2,1,0,0,0,2,2,4083,0.40,27.11
2,2,2,0,1,0,2,0,453,0.40,26.48
2,2,2,2,1,0,0,0,476,0.50,26.50
2,0,1,2,0,2,0,2,581,0.50,26.46
0,2,2,0,1,2,0,2,645,0.50,26.45
0,3,0,3,0,2,3,0,1011,0.50,26.74
3,0,3,0,3,0,0,2,1068,0.50,26.64
0,0,0,3,2,3,0,3,1411,0.50,26.70
3,3,3,0,0,2,0,0,150,0.60,26.47
0,3,0,0,3,0,2,3,1591,0.50,26.77
2,3,0,0,0,3,3,0,1725,0.60,26.73
3,0,0,2,0,3,3,0,1845,0.50,26.73
2,0,3,0,0,3,0,3,1857,0.50,27.17
0,3,3,3,0,2,0,0,1939,0.50,26.95
3,0,3,2,0,0,3,0,1946,0.40,26.86
3,2,0,0,0,3,3,0,1968,0.50,26.96
3,0,2,0,3,0,0,3,2045,0.50,26.85
2,3,0,0,3,0,3,0,2050,0.40,26.94
3,0,3,3,2,0,0,0,2071,0.50,26.71
0,0,3,3,0,0,2,3,2095,0.60,27.03
0,0,3,0,0,3,2,3,2101,0.60,26.88
3,3,0,2,0,0,3,0,2165,0.30,26.77
0,0,0,2,3,0,3,3,2234,0.60,26.86
0,0,3,0,3,0,3,2,2239,0.60,26.84
0,0,3,0,3,2,3,0,2403,0.50,26.73
3,0,2,0,3,3,0,0,2473,0.50,26.87
0,2,3,0,3,3,0,0,2597,0.50,27.16
3,0,0,3,0,2,0,3,2638,0.60,27.02
3,0,3,0,0,3,2,0,263,0.40,26.65
3,0,3,0,2,3,0,0,2781,0.50,27.11
3,0,0,3,3,0,2,0,2841,0.50,26.99
0,3,3,0,0,2,3,0,2852,0.50,27.11
3,0,3,3,2,0,0,0,2983,0.60,27.20
0,0,3,3,0,2,3,0,302,0.40,26.43
0,3,3,3,0,0,0,2,3045,0.50,27.21
0,3,2,0,3,0,3,0,3062,0.50,27.09
3,0,3,0,3,0,0,2,3202,0.40,26.91
3,3,0,0,2,3,0,0,3261,0.40,27.13
0,3,0,2,3,3,0,0,3266,0.60,27.34
2,3,0,3,0,0,3,0,32,0.50,26.33
0,3,3,3,0,0,0,2,3370,0.50,27.20
0,3,0,0,2,3,0,3,3428,0.60,27.22
0,0,3,0,3,0,3,2,3477,0.60,27.47
0,0,3,2,0,3,0,3,356,0.40,26.31
0,0,3,0,2,3,0,3,3571,0.50,27.35
0,0,3,0,2,0,3,3,366,0.60,26.31
0,2,0,3,0,3,0,3,3699,0.50,27.43
3,2,0,3,3,0,0,0,3955,0.40,27.39
0,3,0,3,0,2,3,0,4094,0.40,27.47
3,3,0,2,0,0,0,3,490,0.40,26.46
0,3,2,0,3,0,0,3,523,0.60,26.21
2,0,3,0,3,0,0,3,661,0.40,26.69
3,0,0,0,3,0,2,3,67,0.60,26.25
0,3,0,0,3,0,2,3,708,0.50,26.41
0,0,2,3,0,3,0,3,715,0.50,26.63
3,0,2,3,0,0,0,3,768,0.50,26.67
3,0,3,0,0,2,3,0,79,0.40,26.54
0,3,3,0,2,0,3,0,887,0.50,26.71
3,3,3,0,0,0,2,0,922,0.50,26.79
0,2,3,0,3,3,0,0,962,0.50,26.63
3,2,0,3,0,3,0,0,978,0.50,26.76
3,0,2,0,2,3,0,0,1581,0.40,27.00
3,2,3,0,0,2,0,0,1659,0.40,26.76
0,2,0,0,3,3,0,2,1749,0.50,26.96
3,0,0,0,2,0,2,3,1754,0.50,26.86
0,0,3,2,2,0,3,0,1848,0.50,26.76
3,3,2,2,0,0,0,0,1883,0.60,26.87
0,3,0,2,0,3,0,2,191,0.60,26.38
0,2,3,2,3,0,0,0,1928,0.50,26.89
0,2,3,0,2,0,3,0,2163,0.50,26.95
2,3,0,0,0,2,0,3,2294,0.50,26.75
2,2,0,0,0,0,3,3,2635,0.50,27.00
0,0,2,3,0,0,2,3,2715,0.60,27.20
3,0,2,0,2,0,0,3,2818,0.50,27.00
3,3,2,0,0,2,0,0,3104,0.50,27.31
2,3,3,0,0,0,2,0,3165,0.50,27.09
3,0,2,3,0,0,2,0,3315,0.50,26.88
0,2,0,0,3,0,3,2,33,0.60,26.34
2,0,0,0,0,2,3,3,3438,0.40,27.04
0,3,0,2,0,0,2,3,3443,0.60,27.10
0,0,2,3,0,0,3,2,3529,0.40,27.34
3,0,0,2,2,0,0,3,3545,0.40,27.45
3,0,2,0,2,0,0,3,3622,0.50,27.34
2,3,2,0,0,0,0,3,3674,0.50,27.07
2,0,0,3,3,0,0,2,3702,0.50,27.38
0,0,0,0,3,2,2,3,3861,0.40,27.47
2,0,0,3,3,2,0,0,3984,0.40,27.52
0,3,3,0,2,0,2,0,472,0.50,26.32
2,0,3,0,0,0,3,2,690,0.40,26.54
3,0,3,2,0,2,0,0,74,0.50,26.34
0,0,3,3,0,2,0,2,754,0.60,26.66
2,2,0,0,0,3,3,0,767,0.70,26.34
3,2,0,2,0,3,0,0,771,0.40,26.63
3,0,2,3,0,0,2,0,874,0.50,26.70
2,0,0,2,3,0,0,3,972,0.50,26.41
0,3,2,0,0,2,0,2,1015,0.60,26.61
0,2,0,3,0,2,0,2,1130,0.60,26.74
0,0,3,0,2,2,2,0,115,0.50,26.47
0,2,0,2,3,2,0,0,1254,0.60,26.71
2,2,0,2,0,0,0,3,1281,0.60,26.50
0,0,2,2,0,2,3,0,1300,0.60,26.77
3,0,2,0,0,2,2,0,1309,0.40,26.44
0,2,2,0,2,3,0,0,159,0.50,26.74
2,2,0,0,0,3,2,0,1690,0.40,26.82
0,0,2,2,0,0,3,2,1700,0.70,26.84
3,2,0,2,0,0,0,2,2057,0.60,27.05
2,0,2,0,0,2,0,3,2094,0.50,27.07
2,0,0,0,0,2,2,3,2141,0.50,26.88
2,0,3,2,0,0,0,2,2224,0.50,26.71
